rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8477,city limits photograph taken from high point in day time,"[[8477, 1.556840181350708]]","[[8477, 1.556840181350708], [8061, 1.5802375078201294], [7890, 1.5970101356506348], [8307, 1.6062805652618408], [8864, 1.614290475845337]]","[[8477, 1.556840181350708], [8061, 1.5802375078201294], [7890, 1.5970101356506348], [8307, 1.6062805652618408], [8864, 1.614290475845337], [9773, 1.6172038316726685], [7368, 1.6176254749298096], [9246, 1.6184663772583008], [8312, 1.6235986948013306], [8796, 1.624731183052063]]","[[8477, 1.556840181350708], [8061, 1.5802375078201294], [7890, 1.5970101356506348], [8307, 1.6062805652618408], [8864, 1.614290475845337], [9773, 1.6172038316726685], [7368, 1.6176254749298096], [9246, 1.6184663772583008], [8312, 1.6235986948013306], [8796, 1.624731183052063], [9807, 1.6275560855865479], [8655, 1.6286518573760986], [8817, 1.6330060958862305], [8945, 1.6380250453948975], [9788, 1.6414053440093994]]",8477
video9824,two ladies sitting down and talking in an office room,"[[9793, 1.4331352710723877]]","[[9793, 1.4331352710723877], [7724, 1.488525390625], [7549, 1.4889416694641113], [8074, 1.4906730651855469], [7685, 1.4912998676300049]]","[[9793, 1.4331352710723877], [7724, 1.488525390625], [7549, 1.4889416694641113], [8074, 1.4906730651855469], [7685, 1.4912998676300049], [9322, 1.4923605918884277], [9350, 1.4973628520965576], [9326, 1.4988422393798828], [8813, 1.4992997646331787], [7751, 1.5000771284103394]]","[[9793, 1.4331352710723877], [7724, 1.488525390625], [7549, 1.4889416694641113], [8074, 1.4906730651855469], [7685, 1.4912998676300049], [9322, 1.4923605918884277], [9350, 1.4973628520965576], [9326, 1.4988422393798828], [8813, 1.4992997646331787], [7751, 1.5000771284103394], [9324, 1.5031442642211914], [7365, 1.506688117980957], [7593, 1.5067956447601318], [8068, 1.506817102432251], [7341, 1.5110368728637695]]",9824
video7960,a man is running around and playing a guitar,"[[9878, 1.4344326257705688]]","[[9878, 1.4344326257705688], [8044, 1.4389374256134033], [9535, 1.4443238973617554], [7227, 1.450868844985962], [7837, 1.4514511823654175]]","[[9878, 1.4344326257705688], [8044, 1.4389374256134033], [9535, 1.4443238973617554], [7227, 1.450868844985962], [7837, 1.4514511823654175], [7593, 1.4523534774780273], [9515, 1.4523855447769165], [9872, 1.453748106956482], [7228, 1.4561173915863037], [9813, 1.4588639736175537]]","[[9878, 1.4344326257705688], [8044, 1.4389374256134033], [9535, 1.4443238973617554], [7227, 1.450868844985962], [7837, 1.4514511823654175], [7593, 1.4523534774780273], [9515, 1.4523855447769165], [9872, 1.453748106956482], [7228, 1.4561173915863037], [9813, 1.4588639736175537], [7419, 1.4640538692474365], [7732, 1.4679832458496094], [7961, 1.4718818664550781], [8306, 1.4734679460525513], [7976, 1.4736180305480957]]",7960
video8079,several groups of people are kayaking on a waterway,"[[9831, 1.3987998962402344]]","[[9831, 1.3987998962402344], [8079, 1.4000080823898315], [8312, 1.4410934448242188], [8457, 1.4785290956497192], [9451, 1.4791033267974854]]","[[9831, 1.3987998962402344], [8079, 1.4000080823898315], [8312, 1.4410934448242188], [8457, 1.4785290956497192], [9451, 1.4791033267974854], [7025, 1.5045230388641357], [8061, 1.512333631515503], [8307, 1.5163915157318115], [7795, 1.5185489654541016], [7152, 1.525376558303833]]","[[9831, 1.3987998962402344], [8079, 1.4000080823898315], [8312, 1.4410934448242188], [8457, 1.4785290956497192], [9451, 1.4791033267974854], [7025, 1.5045230388641357], [8061, 1.512333631515503], [8307, 1.5163915157318115], [7795, 1.5185489654541016], [7152, 1.525376558303833], [9581, 1.527928352355957], [8477, 1.5291178226470947], [8125, 1.5415475368499756], [9511, 1.5429762601852417], [9246, 1.5441491603851318]]",8079
video7542,a boy gets out of a play police car and talks to a girl,"[[7542, 1.3643404245376587]]","[[7542, 1.3643404245376587], [9806, 1.4047589302062988], [8653, 1.4391499757766724], [9832, 1.4396495819091797], [9622, 1.4502670764923096]]","[[7542, 1.3643404245376587], [9806, 1.4047589302062988], [8653, 1.4391499757766724], [9832, 1.4396495819091797], [9622, 1.4502670764923096], [9323, 1.4560904502868652], [9404, 1.468123435974121], [8497, 1.4684398174285889], [9355, 1.4725687503814697], [9535, 1.4731459617614746]]","[[7542, 1.3643404245376587], [9806, 1.4047589302062988], [8653, 1.4391499757766724], [9832, 1.4396495819091797], [9622, 1.4502670764923096], [9323, 1.4560904502868652], [9404, 1.468123435974121], [8497, 1.4684398174285889], [9355, 1.4725687503814697], [9535, 1.4731459617614746], [9695, 1.4772710800170898], [8831, 1.478500485420227], [8089, 1.4790242910385132], [8864, 1.4815189838409424], [9513, 1.482467770576477]]",7542
video9209,a girl practising her boy and arrow tricks,"[[9209, 1.3403475284576416]]","[[9209, 1.3403475284576416], [9771, 1.3665757179260254], [8339, 1.4183707237243652], [8936, 1.424147605895996], [9338, 1.4289124011993408]]","[[9209, 1.3403475284576416], [9771, 1.3665757179260254], [8339, 1.4183707237243652], [8936, 1.424147605895996], [9338, 1.4289124011993408], [9416, 1.432179570198059], [7558, 1.4383821487426758], [8815, 1.4405206441879272], [7113, 1.4501465559005737], [8469, 1.4541544914245605]]","[[9209, 1.3403475284576416], [9771, 1.3665757179260254], [8339, 1.4183707237243652], [8936, 1.424147605895996], [9338, 1.4289124011993408], [9416, 1.432179570198059], [7558, 1.4383821487426758], [8815, 1.4405206441879272], [7113, 1.4501465559005737], [8469, 1.4541544914245605], [7593, 1.454635739326477], [8507, 1.457568883895874], [9535, 1.4638140201568604], [8125, 1.4639220237731934], [7359, 1.4660319089889526]]",9209
video9839,an animated horse is in a barn and the maker asks for comments,"[[8327, 1.3635778427124023]]","[[8327, 1.3635778427124023], [9839, 1.3681941032409668], [9339, 1.3838274478912354], [9416, 1.3966577053070068], [9623, 1.4252991676330566]]","[[8327, 1.3635778427124023], [9839, 1.3681941032409668], [9339, 1.3838274478912354], [9416, 1.3966577053070068], [9623, 1.4252991676330566], [9577, 1.4364161491394043], [9332, 1.4372403621673584], [7179, 1.4557647705078125], [7113, 1.4596304893493652], [8242, 1.463681936264038]]","[[8327, 1.3635778427124023], [9839, 1.3681941032409668], [9339, 1.3838274478912354], [9416, 1.3966577053070068], [9623, 1.4252991676330566], [9577, 1.4364161491394043], [9332, 1.4372403621673584], [7179, 1.4557647705078125], [7113, 1.4596304893493652], [8242, 1.463681936264038], [8268, 1.4649208784103394], [8820, 1.4707647562026978], [9777, 1.472149133682251], [9772, 1.47224760055542], [7552, 1.4763329029083252]]",9839
video7832,a man and woman looking at each other on the subway,"[[7028, 1.4558945894241333]]","[[7028, 1.4558945894241333], [7832, 1.4615402221679688], [8318, 1.4691603183746338], [9322, 1.4722133874893188], [7977, 1.477832317352295]]","[[7028, 1.4558945894241333], [7832, 1.4615402221679688], [8318, 1.4691603183746338], [9322, 1.4722133874893188], [7977, 1.477832317352295], [7546, 1.483176827430725], [9639, 1.4832350015640259], [7365, 1.4895581007003784], [9238, 1.50108003616333], [9039, 1.5081937313079834]]","[[7028, 1.4558945894241333], [7832, 1.4615402221679688], [8318, 1.4691603183746338], [9322, 1.4722133874893188], [7977, 1.477832317352295], [7546, 1.483176827430725], [9639, 1.4832350015640259], [7365, 1.4895581007003784], [9238, 1.50108003616333], [9039, 1.5081937313079834], [8442, 1.510890007019043], [7732, 1.5135738849639893], [8817, 1.514149785041809], [8839, 1.5170783996582031], [9686, 1.5175029039382935]]",7832
video7156,tom jones performing live on a television show,"[[7156, 1.4598504304885864]]","[[7156, 1.4598504304885864], [9834, 1.4607313871383667], [8810, 1.4611562490463257], [8925, 1.4627853631973267], [7961, 1.464616060256958]]","[[7156, 1.4598504304885864], [9834, 1.4607313871383667], [8810, 1.4611562490463257], [8925, 1.4627853631973267], [7961, 1.464616060256958], [8445, 1.4845777750015259], [8917, 1.4896037578582764], [8265, 1.4926793575286865], [8926, 1.4927512407302856], [9351, 1.4931926727294922]]","[[7156, 1.4598504304885864], [9834, 1.4607313871383667], [8810, 1.4611562490463257], [8925, 1.4627853631973267], [7961, 1.464616060256958], [8445, 1.4845777750015259], [8917, 1.4896037578582764], [8265, 1.4926793575286865], [8926, 1.4927512407302856], [9351, 1.4931926727294922], [8069, 1.49873948097229], [7569, 1.4996955394744873], [8324, 1.500446081161499], [7461, 1.5009452104568481], [8337, 1.5055336952209473]]",7156
video8678,a lady is walking in the beach,"[[9359, 1.4375908374786377]]","[[9359, 1.4375908374786377], [8678, 1.4413230419158936], [9031, 1.4445561170578003], [9338, 1.4772908687591553], [9039, 1.4897977113723755]]","[[9359, 1.4375908374786377], [8678, 1.4413230419158936], [9031, 1.4445561170578003], [9338, 1.4772908687591553], [9039, 1.4897977113723755], [7558, 1.4964083433151245], [7974, 1.4995543956756592], [9574, 1.4998118877410889], [9451, 1.5002429485321045], [8061, 1.5024683475494385]]","[[9359, 1.4375908374786377], [8678, 1.4413230419158936], [9031, 1.4445561170578003], [9338, 1.4772908687591553], [9039, 1.4897977113723755], [7558, 1.4964083433151245], [7974, 1.4995543956756592], [9574, 1.4998118877410889], [9451, 1.5002429485321045], [8061, 1.5024683475494385], [9577, 1.5050880908966064], [8928, 1.505479097366333], [9404, 1.5100476741790771], [9016, 1.5119361877441406], [8486, 1.5157768726348877]]",8678
video9416,person is recording the brown horse which is having fun,"[[9416, 1.3465094566345215]]","[[9416, 1.3465094566345215], [9830, 1.389240026473999], [9451, 1.4244722127914429], [8306, 1.4318612813949585], [7593, 1.4368574619293213]]","[[9416, 1.3465094566345215], [9830, 1.389240026473999], [9451, 1.4244722127914429], [8306, 1.4318612813949585], [7593, 1.4368574619293213], [9535, 1.4377737045288086], [9623, 1.4392104148864746], [7977, 1.4448847770690918], [7732, 1.4472286701202393], [9332, 1.4546096324920654]]","[[9416, 1.3465094566345215], [9830, 1.389240026473999], [9451, 1.4244722127914429], [8306, 1.4318612813949585], [7593, 1.4368574619293213], [9535, 1.4377737045288086], [9623, 1.4392104148864746], [7977, 1.4448847770690918], [7732, 1.4472286701202393], [9332, 1.4546096324920654], [9031, 1.4615697860717773], [7615, 1.4641685485839844], [7113, 1.4645845890045166], [7552, 1.4670772552490234], [9253, 1.4693317413330078]]",9416
video9780,an older woman who is blind is talking to a girl named lilly,"[[8895, 1.3799176216125488]]","[[8895, 1.3799176216125488], [7680, 1.3970558643341064], [9688, 1.4067652225494385], [9357, 1.4247653484344482], [7698, 1.4385706186294556]]","[[8895, 1.3799176216125488], [7680, 1.3970558643341064], [9688, 1.4067652225494385], [9357, 1.4247653484344482], [7698, 1.4385706186294556], [9404, 1.4543452262878418], [9969, 1.4575059413909912], [8345, 1.4587560892105103], [9337, 1.4626028537750244], [8048, 1.4636818170547485]]","[[8895, 1.3799176216125488], [7680, 1.3970558643341064], [9688, 1.4067652225494385], [9357, 1.4247653484344482], [7698, 1.4385706186294556], [9404, 1.4543452262878418], [9969, 1.4575059413909912], [8345, 1.4587560892105103], [9337, 1.4626028537750244], [8048, 1.4636818170547485], [9750, 1.4661489725112915], [9780, 1.468514323234558], [7542, 1.46967351436615], [7724, 1.4697792530059814], [7169, 1.469834804534912]]",9780
video9812,a woman giving a photoshop tutorial,"[[9346, 1.3747917413711548]]","[[9346, 1.3747917413711548], [9688, 1.4036747217178345], [7916, 1.4175649881362915], [7724, 1.4398738145828247], [9812, 1.4402658939361572]]","[[9346, 1.3747917413711548], [9688, 1.4036747217178345], [7916, 1.4175649881362915], [7724, 1.4398738145828247], [9812, 1.4402658939361572], [7977, 1.4485061168670654], [7462, 1.4505575895309448], [9207, 1.4523892402648926], [7348, 1.4547114372253418], [9818, 1.4550299644470215]]","[[9346, 1.3747917413711548], [9688, 1.4036747217178345], [7916, 1.4175649881362915], [7724, 1.4398738145828247], [9812, 1.4402658939361572], [7977, 1.4485061168670654], [7462, 1.4505575895309448], [9207, 1.4523892402648926], [7348, 1.4547114372253418], [9818, 1.4550299644470215], [8825, 1.464400053024292], [8904, 1.469529390335083], [9575, 1.4699277877807617], [8712, 1.4722486734390259], [7571, 1.47332763671875]]",9812
video8851,a group of indian guys meeting on a bridge while it s raining,"[[9451, 1.4217755794525146]]","[[9451, 1.4217755794525146], [8851, 1.4446536302566528], [9511, 1.4613699913024902], [7837, 1.463068962097168], [7171, 1.4750783443450928]]","[[9451, 1.4217755794525146], [8851, 1.4446536302566528], [9511, 1.4613699913024902], [7837, 1.463068962097168], [7171, 1.4750783443450928], [9535, 1.4903260469436646], [8061, 1.5088157653808594], [8441, 1.516897201538086], [7732, 1.5179836750030518], [7832, 1.5181622505187988]]","[[9451, 1.4217755794525146], [8851, 1.4446536302566528], [9511, 1.4613699913024902], [7837, 1.463068962097168], [7171, 1.4750783443450928], [9535, 1.4903260469436646], [8061, 1.5088157653808594], [8441, 1.516897201538086], [7732, 1.5179836750030518], [7832, 1.5181622505187988], [9359, 1.5204373598098755], [9513, 1.5214444398880005], [8808, 1.522322416305542], [7351, 1.5237321853637695], [8079, 1.5245274305343628]]",8851
video7200,a female soccer player accepts a reward while being cheered on by the crowd,"[[8476, 1.4216948747634888]]","[[8476, 1.4216948747634888], [9681, 1.4773513078689575], [8979, 1.4787236452102661], [7839, 1.4977766275405884], [7200, 1.5077793598175049]]","[[8476, 1.4216948747634888], [9681, 1.4773513078689575], [8979, 1.4787236452102661], [7839, 1.4977766275405884], [7200, 1.5077793598175049], [8341, 1.5301010608673096], [9404, 1.5303642749786377], [8333, 1.53215754032135], [9305, 1.536110281944275], [9832, 1.5379294157028198]]","[[8476, 1.4216948747634888], [9681, 1.4773513078689575], [8979, 1.4787236452102661], [7839, 1.4977766275405884], [7200, 1.5077793598175049], [8341, 1.5301010608673096], [9404, 1.5303642749786377], [8333, 1.53215754032135], [9305, 1.536110281944275], [9832, 1.5379294157028198], [9834, 1.5385642051696777], [9600, 1.5401495695114136], [8817, 1.5451035499572754], [8314, 1.5488131046295166], [7610, 1.548950433731079]]",7200
video8478,a cat is licking a baby,"[[7902, 1.3222482204437256]]","[[7902, 1.3222482204437256], [8672, 1.3449243307113647], [8478, 1.3568153381347656], [9200, 1.385632038116455], [8323, 1.4588903188705444]]","[[7902, 1.3222482204437256], [8672, 1.3449243307113647], [8478, 1.3568153381347656], [9200, 1.385632038116455], [8323, 1.4588903188705444], [7593, 1.4615261554718018], [9535, 1.463870644569397], [7977, 1.4651823043823242], [7113, 1.4654889106750488], [9034, 1.465939998626709]]","[[7902, 1.3222482204437256], [8672, 1.3449243307113647], [8478, 1.3568153381347656], [9200, 1.385632038116455], [8323, 1.4588903188705444], [7593, 1.4615261554718018], [9535, 1.463870644569397], [7977, 1.4651823043823242], [7113, 1.4654889106750488], [9034, 1.465939998626709], [9639, 1.468989372253418], [8016, 1.4693849086761475], [8837, 1.4713801145553589], [7592, 1.4762784242630005], [9772, 1.4769179821014404]]",8478
video8315,man in black suit is having meeting with group of people,"[[9254, 1.4572652578353882]]","[[9254, 1.4572652578353882], [8074, 1.4666887521743774], [8315, 1.4806029796600342], [9028, 1.4809648990631104], [7171, 1.4869542121887207]]","[[9254, 1.4572652578353882], [8074, 1.4666887521743774], [8315, 1.4806029796600342], [9028, 1.4809648990631104], [7171, 1.4869542121887207], [8441, 1.4960803985595703], [8831, 1.4970142841339111], [7200, 1.4985718727111816], [7222, 1.5018832683563232], [9350, 1.5036946535110474]]","[[9254, 1.4572652578353882], [8074, 1.4666887521743774], [8315, 1.4806029796600342], [9028, 1.4809648990631104], [7171, 1.4869542121887207], [8441, 1.4960803985595703], [8831, 1.4970142841339111], [7200, 1.4985718727111816], [7222, 1.5018832683563232], [9350, 1.5036946535110474], [9692, 1.504842758178711], [8808, 1.5104492902755737], [8864, 1.5122379064559937], [8825, 1.5132710933685303], [7619, 1.5153131484985352]]",8315
video7466,a group of men carry a body covered in a sheet,"[[9832, 1.4615750312805176]]","[[9832, 1.4615750312805176], [7747, 1.4740314483642578], [8680, 1.4780285358428955], [9681, 1.4799045324325562], [8125, 1.4883391857147217]]","[[9832, 1.4615750312805176], [7747, 1.4740314483642578], [8680, 1.4780285358428955], [9681, 1.4799045324325562], [8125, 1.4883391857147217], [8079, 1.4921016693115234], [7137, 1.4969854354858398], [9755, 1.4975208044052124], [9957, 1.4986292123794556], [7592, 1.5039256811141968]]","[[9832, 1.4615750312805176], [7747, 1.4740314483642578], [8680, 1.4780285358428955], [9681, 1.4799045324325562], [8125, 1.4883391857147217], [8079, 1.4921016693115234], [7137, 1.4969854354858398], [9755, 1.4975208044052124], [9957, 1.4986292123794556], [7592, 1.5039256811141968], [8903, 1.5060447454452515], [9576, 1.5085936784744263], [8652, 1.5095715522766113], [9524, 1.5185725688934326], [7227, 1.5195138454437256]]",7466
video9010,a group of zombis walking towards a very tall building with a globe in front of it,"[[9131, 1.4073214530944824]]","[[9131, 1.4073214530944824], [7632, 1.4264265298843384], [8306, 1.437605619430542], [8808, 1.453930377960205], [9245, 1.4592523574829102]]","[[9131, 1.4073214530944824], [7632, 1.4264265298843384], [8306, 1.437605619430542], [8808, 1.453930377960205], [9245, 1.4592523574829102], [8781, 1.46336030960083], [7747, 1.46498703956604], [8680, 1.4736250638961792], [7207, 1.474516749382019], [9010, 1.4807701110839844]]","[[9131, 1.4073214530944824], [7632, 1.4264265298843384], [8306, 1.437605619430542], [8808, 1.453930377960205], [9245, 1.4592523574829102], [8781, 1.46336030960083], [7747, 1.46498703956604], [8680, 1.4736250638961792], [7207, 1.474516749382019], [9010, 1.4807701110839844], [8657, 1.4809679985046387], [8674, 1.481387972831726], [9524, 1.4823355674743652], [8945, 1.4870920181274414], [8027, 1.4881055355072021]]",9010
video8336,video of a church chior,"[[8336, 1.3742821216583252]]","[[8336, 1.3742821216583252], [7772, 1.4117298126220703], [8474, 1.4146150350570679], [7352, 1.4458431005477905], [8978, 1.4518990516662598]]","[[8336, 1.3742821216583252], [7772, 1.4117298126220703], [8474, 1.4146150350570679], [7352, 1.4458431005477905], [8978, 1.4518990516662598], [8416, 1.4549992084503174], [7558, 1.4566738605499268], [8441, 1.4582220315933228], [7227, 1.4662127494812012], [8445, 1.4663015604019165]]","[[8336, 1.3742821216583252], [7772, 1.4117298126220703], [8474, 1.4146150350570679], [7352, 1.4458431005477905], [8978, 1.4518990516662598], [8416, 1.4549992084503174], [7558, 1.4566738605499268], [8441, 1.4582220315933228], [7227, 1.4662127494812012], [8445, 1.4663015604019165], [7828, 1.4677475690841675], [9326, 1.469141960144043], [7969, 1.4693043231964111], [8796, 1.4711167812347412], [8257, 1.4716719388961792]]",8336
