rel_video_id,query,top1,top5,top10,ground_truth
video9017,the man is driving his motorbike fast and having problems on the race,"[[9017, 1.4406211376190186]]","[[9017, 1.4406211376190186], [8820, 1.4518262147903442], [8657, 1.4751462936401367], [7544, 1.4977102279663086], [8089, 1.503908634185791]]","[[9017, 1.4406211376190186], [8820, 1.4518262147903442], [8657, 1.4751462936401367], [7544, 1.4977102279663086], [8089, 1.503908634185791], [9609, 1.5151691436767578], [7219, 1.5314619541168213], [9813, 1.5357375144958496], [8934, 1.5420329570770264], [9578, 1.5543627738952637]]",9017
video9241,japanese people laughing and dancing,"[[9241, 1.3588354587554932]]","[[9241, 1.3588354587554932], [9682, 1.438002347946167], [9131, 1.4834990501403809], [8349, 1.5128482580184937], [8303, 1.5141887664794922]]","[[9241, 1.3588354587554932], [9682, 1.438002347946167], [9131, 1.4834990501403809], [8349, 1.5128482580184937], [8303, 1.5141887664794922], [7212, 1.5297393798828125], [7725, 1.5299190282821655], [9603, 1.5348930358886719], [8074, 1.5424551963806152], [7970, 1.542848825454712]]",9241
video7158,fox news presidential debate recapping the gop debate with donald trump and ted cruz,"[[7158, 1.3363046646118164]]","[[7158, 1.3363046646118164], [8464, 1.4354467391967773], [7731, 1.4944976568222046], [9223, 1.5228968858718872], [7754, 1.5501338243484497]]","[[7158, 1.3363046646118164], [8464, 1.4354467391967773], [7731, 1.4944976568222046], [9223, 1.5228968858718872], [7754, 1.5501338243484497], [8864, 1.5544581413269043], [7613, 1.5651707649230957], [8175, 1.5837528705596924], [8905, 1.5965380668640137], [8120, 1.603116512298584]]",7158
video9233,a man is giving a speech,"[[8830, 1.4144706726074219]]","[[8830, 1.4144706726074219], [9203, 1.4485361576080322], [9233, 1.4818158149719238], [7410, 1.4860875606536865], [8072, 1.4864742755889893]]","[[8830, 1.4144706726074219], [9203, 1.4485361576080322], [9233, 1.4818158149719238], [7410, 1.4860875606536865], [8072, 1.4864742755889893], [7828, 1.4973725080490112], [9117, 1.4975261688232422], [9406, 1.5026869773864746], [8917, 1.5027847290039062], [9522, 1.510361671447754]]",9233
video8687,fast moving time is shown here,"[[8655, 1.475968599319458]]","[[8655, 1.475968599319458], [7544, 1.4813200235366821], [7219, 1.4835476875305176], [9328, 1.4849348068237305], [8451, 1.4939632415771484]]","[[8655, 1.475968599319458], [7544, 1.4813200235366821], [7219, 1.4835476875305176], [9328, 1.4849348068237305], [8451, 1.4939632415771484], [7214, 1.4988720417022705], [7699, 1.5004373788833618], [8089, 1.5017342567443848], [7506, 1.5027766227722168], [8016, 1.5103263854980469]]",8687
video9337,some people are inside of a room,"[[7149, 1.48402738571167]]","[[7149, 1.48402738571167], [9322, 1.4865221977233887], [8129, 1.494559407234192], [9326, 1.5000321865081787], [8339, 1.500380039215088]]","[[7149, 1.48402738571167], [9322, 1.4865221977233887], [8129, 1.494559407234192], [9326, 1.5000321865081787], [8339, 1.500380039215088], [9237, 1.5006647109985352], [7843, 1.5051707029342651], [8472, 1.507232427597046], [9908, 1.50749933719635], [8664, 1.5092804431915283]]",9337
video9620,outer space pictures that have parts of equipments in them with water droplets on it,"[[8069, 1.4682519435882568]]","[[8069, 1.4682519435882568], [9620, 1.4771512746810913], [9680, 1.5111697912216187], [7562, 1.5175342559814453], [8490, 1.5217963457107544]]","[[8069, 1.4682519435882568], [9620, 1.4771512746810913], [9680, 1.5111697912216187], [7562, 1.5175342559814453], [8490, 1.5217963457107544], [9679, 1.528928279876709], [8727, 1.5331809520721436], [7431, 1.5430166721343994], [8071, 1.549319863319397], [7732, 1.5533759593963623]]",9620
video7411,jolly good music troop delivering a program and the lady is in good spirit,"[[9793, 1.4710851907730103]]","[[9793, 1.4710851907730103], [8022, 1.4837602376937866], [8314, 1.4886958599090576], [9037, 1.4911811351776123], [8920, 1.4954990148544312]]","[[9793, 1.4710851907730103], [8022, 1.4837602376937866], [8314, 1.4886958599090576], [9037, 1.4911811351776123], [8920, 1.4954990148544312], [9589, 1.4997434616088867], [7145, 1.5013399124145508], [8781, 1.5045325756072998], [7411, 1.5083239078521729], [8333, 1.5089211463928223]]",7411
video8514,a person is putting the vegetable in to the water and boil it,"[[8514, 1.4180785417556763]]","[[8514, 1.4180785417556763], [9639, 1.4540067911148071], [8656, 1.4593281745910645], [7565, 1.4598857164382935], [9625, 1.4632246494293213]]","[[8514, 1.4180785417556763], [9639, 1.4540067911148071], [8656, 1.4593281745910645], [7565, 1.4598857164382935], [9625, 1.4632246494293213], [7148, 1.4763178825378418], [7911, 1.4766061305999756], [9689, 1.4849698543548584], [9693, 1.492525339126587], [7376, 1.4939007759094238]]",8514
video8481,a woman is reporting on keds commercials,"[[8481, 1.3499133586883545]]","[[8481, 1.3499133586883545], [9503, 1.4338592290878296], [8022, 1.4904406070709229], [8806, 1.4943475723266602], [8175, 1.505711317062378]]","[[8481, 1.3499133586883545], [9503, 1.4338592290878296], [8022, 1.4904406070709229], [8806, 1.4943475723266602], [8175, 1.505711317062378], [9341, 1.5181831121444702], [7119, 1.5208747386932373], [8494, 1.528456687927246], [8825, 1.5348197221755981], [8491, 1.5365993976593018]]",8481
video9224,someone is playing a game,"[[9200, 1.4763964414596558]]","[[9200, 1.4763964414596558], [9336, 1.4765714406967163], [8313, 1.477622628211975], [7374, 1.4813703298568726], [8578, 1.4829615354537964]]","[[9200, 1.4763964414596558], [9336, 1.4765714406967163], [8313, 1.477622628211975], [7374, 1.4813703298568726], [8578, 1.4829615354537964], [7919, 1.483689785003662], [8010, 1.483899474143982], [9332, 1.4840381145477295], [7792, 1.4844833612442017], [9031, 1.4859353303909302]]",9224
video8426,cabins on a sandy beach have walkways going up to their porches,"[[8426, 1.269911289215088]]","[[8426, 1.269911289215088], [8312, 1.4972176551818848], [8741, 1.5144569873809814], [8307, 1.5146269798278809], [7466, 1.5329071283340454]]","[[8426, 1.269911289215088], [8312, 1.4972176551818848], [8741, 1.5144569873809814], [8307, 1.5146269798278809], [7466, 1.5329071283340454], [8248, 1.535497784614563], [7797, 1.536628246307373], [8862, 1.5368103981018066], [7589, 1.5396859645843506], [8803, 1.5411980152130127]]",8426
video9699,a man explains how to do a experiment,"[[9699, 1.418363332748413]]","[[9699, 1.418363332748413], [8257, 1.4836207628250122], [8804, 1.5066490173339844], [8067, 1.5137066841125488], [9901, 1.5238513946533203]]","[[9699, 1.418363332748413], [8257, 1.4836207628250122], [8804, 1.5066490173339844], [8067, 1.5137066841125488], [9901, 1.5238513946533203], [7939, 1.53122878074646], [7575, 1.5328054428100586], [9549, 1.5343644618988037], [8774, 1.5378843545913696], [8121, 1.5391643047332764]]",9699
video9882,a news reader is reading the news and asking question to some people,"[[7613, 1.4437217712402344]]","[[7613, 1.4437217712402344], [9204, 1.458634614944458], [8822, 1.4604532718658447], [8864, 1.4648160934448242], [7731, 1.4760819673538208]]","[[7613, 1.4437217712402344], [9204, 1.458634614944458], [8822, 1.4604532718658447], [8864, 1.4648160934448242], [7731, 1.4760819673538208], [9223, 1.4765921831130981], [7119, 1.4775381088256836], [9882, 1.478811264038086], [8333, 1.4801323413848877], [7145, 1.4851253032684326]]",9882
video8300,a woman pours water into her pot of meat then tomato sauce and stirs it all around while talking,"[[8300, 1.4035320281982422]]","[[8300, 1.4035320281982422], [8835, 1.448468804359436], [8654, 1.4643101692199707], [9689, 1.4722304344177246], [8656, 1.5082519054412842]]","[[8300, 1.4035320281982422], [8835, 1.448468804359436], [8654, 1.4643101692199707], [9689, 1.4722304344177246], [8656, 1.5082519054412842], [7744, 1.5135796070098877], [9639, 1.527974247932434], [7565, 1.5300610065460205], [9693, 1.5335581302642822], [8910, 1.5393989086151123]]",8300
video8863,an animated girl talks to a baby and plays with it,"[[7157, 1.4696991443634033]]","[[7157, 1.4696991443634033], [7179, 1.4699639081954956], [8863, 1.4728819131851196], [7365, 1.488844871520996], [8341, 1.50258207321167]]","[[7157, 1.4696991443634033], [7179, 1.4699639081954956], [8863, 1.4728819131851196], [7365, 1.488844871520996], [8341, 1.50258207321167], [8827, 1.5171325206756592], [8110, 1.5220611095428467], [8268, 1.5377365350723267], [7222, 1.547963261604309], [7970, 1.5552241802215576]]",8863
video7147,a man cooks burgers and bacon on a grill,"[[7147, 1.3291071653366089]]","[[7147, 1.3291071653366089], [9333, 1.374638319015503], [9694, 1.4357969760894775], [9015, 1.49196457862854], [9335, 1.5599448680877686]]","[[7147, 1.3291071653366089], [9333, 1.374638319015503], [9694, 1.4357969760894775], [9015, 1.49196457862854], [9335, 1.5599448680877686], [7820, 1.5613970756530762], [8865, 1.5654144287109375], [7362, 1.5668601989746094], [9038, 1.5708553791046143], [7968, 1.5741777420043945]]",7147
video7744,a chef stirs up some ingredients inside of a pan,"[[7148, 1.4564521312713623]]","[[7148, 1.4564521312713623], [8656, 1.4608367681503296], [9335, 1.468179702758789], [9639, 1.4706799983978271], [9625, 1.471964955329895]]","[[7148, 1.4564521312713623], [8656, 1.4608367681503296], [9335, 1.468179702758789], [9639, 1.4706799983978271], [9625, 1.471964955329895], [9689, 1.4778741598129272], [8300, 1.4778919219970703], [8751, 1.4787929058074951], [8483, 1.484019160270691], [8654, 1.4877575635910034]]",7744
video7839,this is a vine sports compilation,"[[9029, 1.398680567741394]]","[[9029, 1.398680567741394], [8913, 1.3994098901748657], [7358, 1.4002413749694824], [9018, 1.4059669971466064], [7789, 1.4095549583435059]]","[[9029, 1.398680567741394], [8913, 1.3994098901748657], [7358, 1.4002413749694824], [9018, 1.4059669971466064], [7789, 1.4095549583435059], [9605, 1.4110479354858398], [9542, 1.4110537767410278], [9647, 1.4147982597351074], [8979, 1.4222112894058228], [8253, 1.4316596984863281]]",7839
video7214,race cars of different colors lined up on a dark track,"[[7214, 1.4743366241455078]]","[[7214, 1.4743366241455078], [7219, 1.5034918785095215], [7506, 1.5317466259002686], [7616, 1.5431835651397705], [9328, 1.5455268621444702]]","[[7214, 1.4743366241455078], [7219, 1.5034918785095215], [7506, 1.5317466259002686], [7616, 1.5431835651397705], [9328, 1.5455268621444702], [8451, 1.5461536645889282], [9691, 1.546743392944336], [8264, 1.5565886497497559], [9017, 1.5591726303100586], [7464, 1.5688471794128418]]",7214
video7771,a golf player is trying to hit the ball into the pit,"[[7771, 1.4123239517211914]]","[[7771, 1.4123239517211914], [7556, 1.5074105262756348], [7368, 1.522178053855896], [7021, 1.5410041809082031], [8913, 1.5468140840530396]]","[[7771, 1.4123239517211914], [7556, 1.5074105262756348], [7368, 1.522178053855896], [7021, 1.5410041809082031], [8913, 1.5468140840530396], [8049, 1.5469121932983398], [7699, 1.552055835723877], [9018, 1.555515170097351], [7822, 1.5610016584396362], [8267, 1.5644476413726807]]",7771
video8486,a cartoon on a young guy cursing,"[[7160, 1.4148128032684326]]","[[7160, 1.4148128032684326], [7222, 1.4235053062438965], [8486, 1.4376769065856934], [7741, 1.4459257125854492], [7029, 1.450735330581665]]","[[7160, 1.4148128032684326], [7222, 1.4235053062438965], [8486, 1.4376769065856934], [7741, 1.4459257125854492], [7029, 1.450735330581665], [9790, 1.4591078758239746], [7831, 1.4631004333496094], [9814, 1.4650142192840576], [7172, 1.4795196056365967], [8911, 1.4855051040649414]]",8486
video9909,a crowd of people sitting next to each other as one man plays a video game,"[[9909, 1.3841712474822998]]","[[9909, 1.3841712474822998], [7444, 1.482701301574707], [8860, 1.490877389907837], [8689, 1.5003290176391602], [8578, 1.5118595361709595]]","[[9909, 1.3841712474822998], [7444, 1.482701301574707], [8860, 1.490877389907837], [8689, 1.5003290176391602], [8578, 1.5118595361709595], [9745, 1.512869119644165], [8472, 1.5140910148620605], [8797, 1.5165425539016724], [7792, 1.5168006420135498], [8077, 1.5182907581329346]]",9909
video8922,an old man shakes hands with another man and then they hug each other,"[[8922, 1.3958871364593506]]","[[8922, 1.3958871364593506], [8829, 1.4634441137313843], [7590, 1.4634811878204346], [9023, 1.4778858423233032], [7704, 1.4864459037780762]]","[[8922, 1.3958871364593506], [8829, 1.4634441137313843], [7590, 1.4634811878204346], [9023, 1.4778858423233032], [7704, 1.4864459037780762], [7349, 1.5090019702911377], [7159, 1.5275269746780396], [8808, 1.5291922092437744], [7754, 1.5373740196228027], [9576, 1.5406805276870728]]",8922
video9814,a scene from spongebob squarepants where the townspeople are carrying torches and chasing a giant squidward,"[[7111, 1.4948537349700928]]","[[7111, 1.4948537349700928], [9814, 1.5150468349456787], [9300, 1.5223653316497803], [8916, 1.5253723859786987], [9790, 1.529808759689331]]","[[7111, 1.4948537349700928], [9814, 1.5150468349456787], [9300, 1.5223653316497803], [8916, 1.5253723859786987], [9790, 1.529808759689331], [8839, 1.5418777465820312], [7029, 1.556768774986267], [9306, 1.5770329236984253], [8128, 1.577045202255249], [7235, 1.5786008834838867]]",9814
video9368,someone demonstrates about the small motor uses to the video,"[[8121, 1.4384812116622925]]","[[8121, 1.4384812116622925], [9530, 1.4447226524353027], [9368, 1.4476078748703003], [7363, 1.4891666173934937], [7820, 1.4985274076461792]]","[[8121, 1.4384812116622925], [9530, 1.4447226524353027], [9368, 1.4476078748703003], [7363, 1.4891666173934937], [7820, 1.4985274076461792], [7543, 1.508422613143921], [7765, 1.512481451034546], [8246, 1.513773798942566], [8332, 1.51576828956604], [8924, 1.51936674118042]]",9368
video8820,a person comes up in the hill on a orange motor bike and falls down,"[[8820, 1.44203782081604]]","[[8820, 1.44203782081604], [8657, 1.5064704418182373], [7796, 1.5149143934249878], [7915, 1.530103325843811], [9521, 1.540220022201538]]","[[8820, 1.44203782081604], [8657, 1.5064704418182373], [7796, 1.5149143934249878], [7915, 1.530103325843811], [9521, 1.540220022201538], [9017, 1.541043758392334], [7155, 1.541979432106018], [7837, 1.5448384284973145], [9302, 1.5487654209136963], [9208, 1.5489526987075806]]",8820
video9452,an animated grey shark in the middle of a blue water simulation background rotating in a circle on the screen of a monitor,"[[9452, 1.402066707611084]]","[[9452, 1.402066707611084], [8909, 1.5131818056106567], [9821, 1.522695541381836], [9359, 1.52298903465271], [8328, 1.5250766277313232]]","[[9452, 1.402066707611084], [8909, 1.5131818056106567], [9821, 1.522695541381836], [9359, 1.52298903465271], [8328, 1.5250766277313232], [8311, 1.5402183532714844], [8111, 1.544584035873413], [7900, 1.5523579120635986], [9620, 1.5571575164794922], [9680, 1.563081979751587]]",9452
video9344,gameplay footage of someone playing a game,"[[9200, 1.4745359420776367]]","[[9200, 1.4745359420776367], [8459, 1.4814448356628418], [8010, 1.4846163988113403], [7374, 1.48646879196167], [8313, 1.4871349334716797]]","[[9200, 1.4745359420776367], [8459, 1.4814448356628418], [8010, 1.4846163988113403], [7374, 1.48646879196167], [8313, 1.4871349334716797], [9336, 1.4878112077713013], [8788, 1.4879059791564941], [8070, 1.488333821296692], [9795, 1.4908931255340576], [8116, 1.4910948276519775]]",9344
video9032,a hospital mortuary room and a doctor treat the special case,"[[8664, 1.453716516494751]]","[[8664, 1.453716516494751], [7829, 1.4835172891616821], [7169, 1.4934114217758179], [9322, 1.5015499591827393], [8666, 1.5034329891204834]]","[[8664, 1.453716516494751], [7829, 1.4835172891616821], [7169, 1.4934114217758179], [9322, 1.5015499591827393], [8666, 1.5034329891204834], [9032, 1.5124986171722412], [7704, 1.5352768898010254], [9520, 1.548438549041748], [7149, 1.5511531829833984], [9238, 1.5571050643920898]]",9032
video9016,all persons are wearing bikini dresses and playing in sea,"[[9342, 1.446763515472412]]","[[9342, 1.446763515472412], [8241, 1.4557875394821167], [9201, 1.4634778499603271], [7681, 1.472886085510254], [9574, 1.4848113059997559]]","[[9342, 1.446763515472412], [8241, 1.4557875394821167], [9201, 1.4634778499603271], [7681, 1.472886085510254], [9574, 1.4848113059997559], [8999, 1.5003985166549683], [8928, 1.5125205516815186], [7155, 1.514627456665039], [7795, 1.518803358078003], [8079, 1.5300722122192383]]",9016
video9353,two women are outside and are discussing something in a foreign language,"[[9353, 1.3793079853057861]]","[[9353, 1.3793079853057861], [9039, 1.4496018886566162], [9340, 1.4606294631958008], [7583, 1.4630305767059326], [7589, 1.4652807712554932]]","[[9353, 1.3793079853057861], [9039, 1.4496018886566162], [9340, 1.4606294631958008], [7583, 1.4630305767059326], [7589, 1.4652807712554932], [7364, 1.495055079460144], [7116, 1.5124802589416504], [8330, 1.5133092403411865], [9521, 1.5241657495498657], [8022, 1.5247235298156738]]",9353
video9405,red balloons float in the sky and have packages tied to them,"[[9405, 1.345451831817627]]","[[9405, 1.345451831817627], [7061, 1.5283396244049072], [9680, 1.5316967964172363], [8306, 1.5390868186950684], [8069, 1.5412622690200806]]","[[9405, 1.345451831817627], [7061, 1.5283396244049072], [9680, 1.5316967964172363], [8306, 1.5390868186950684], [8069, 1.5412622690200806], [8477, 1.548760175704956], [7217, 1.5490444898605347], [9807, 1.5569522380828857], [8666, 1.5584070682525635], [7549, 1.5587260723114014]]",9405
video7559,a man is trying some sushi,"[[7559, 1.4403259754180908]]","[[7559, 1.4403259754180908], [9309, 1.4835479259490967], [9327, 1.4922672510147095], [9409, 1.5157604217529297], [8301, 1.5172122716903687]]","[[7559, 1.4403259754180908], [9309, 1.4835479259490967], [9327, 1.4922672510147095], [9409, 1.5157604217529297], [8301, 1.5172122716903687], [9684, 1.5238919258117676], [8772, 1.5325912237167358], [9229, 1.5335139036178589], [9687, 1.5393245220184326], [9539, 1.5562481880187988]]",7559
video9063,people on stage performing,"[[9683, 1.4587212800979614]]","[[9683, 1.4587212800979614], [8482, 1.4791059494018555], [7596, 1.4836220741271973], [9352, 1.4869126081466675], [8926, 1.4983479976654053]]","[[9683, 1.4587212800979614], [8482, 1.4791059494018555], [7596, 1.4836220741271973], [9352, 1.4869126081466675], [8926, 1.4983479976654053], [9063, 1.4988689422607422], [9351, 1.5022165775299072], [8324, 1.5022331476211548], [8914, 1.503800630569458], [7351, 1.506988286972046]]",9063
video7352,a movie scene starring morgan freeman and men in armor running,"[[7373, 1.5092980861663818]]","[[7373, 1.5092980861663818], [9230, 1.510890245437622], [7352, 1.5174893140792847], [8315, 1.5182585716247559], [8948, 1.5224623680114746]]","[[7373, 1.5092980861663818], [9230, 1.510890245437622], [7352, 1.5174893140792847], [8315, 1.5182585716247559], [8948, 1.5224623680114746], [8061, 1.5243197679519653], [9784, 1.5267767906188965], [7444, 1.5269901752471924], [8475, 1.5292279720306396], [8071, 1.5341675281524658]]",7352
video8447,a woman singing on the voice,"[[8818, 1.4667956829071045]]","[[8818, 1.4667956829071045], [7569, 1.472243070602417], [8810, 1.4776909351348877], [8265, 1.4801840782165527], [7756, 1.4816343784332275]]","[[8818, 1.4667956829071045], [7569, 1.472243070602417], [8810, 1.4776909351348877], [8265, 1.4801840782165527], [7756, 1.4816343784332275], [9222, 1.482475996017456], [9879, 1.488576054573059], [8447, 1.492775559425354], [9351, 1.5022271871566772], [7220, 1.5050740242004395]]",8447
video8322,a lady tries to ride on bicycle but fails,"[[8322, 1.3828295469284058]]","[[8322, 1.3828295469284058], [8657, 1.4928816556930542], [7837, 1.4931848049163818], [8258, 1.520538330078125], [8330, 1.52187180519104]]","[[8322, 1.3828295469284058], [8657, 1.4928816556930542], [7837, 1.4931848049163818], [8258, 1.520538330078125], [8330, 1.52187180519104], [8820, 1.5337549448013306], [9521, 1.5374149084091187], [8073, 1.537566900253296], [7726, 1.54713773727417], [7155, 1.5492916107177734]]",8322
video7939,a man and woman stand together and cook in the kitchen,"[[8662, 1.4861234426498413]]","[[8662, 1.4861234426498413], [8834, 1.4900004863739014], [8129, 1.5014454126358032], [7939, 1.5033881664276123], [7572, 1.5123683214187622]]","[[8662, 1.4861234426498413], [8834, 1.4900004863739014], [8129, 1.5014454126358032], [7939, 1.5033881664276123], [7572, 1.5123683214187622], [7911, 1.5215986967086792], [8048, 1.5254974365234375], [8444, 1.528411626815796], [7799, 1.5295188426971436], [7546, 1.5301122665405273]]",7939
video7567,a man checks out detail on a car,"[[9508, 1.4650852680206299]]","[[9508, 1.4650852680206299], [8246, 1.4737293720245361], [9358, 1.4935272932052612], [7820, 1.497094750404358], [7356, 1.4987473487854004]]","[[9508, 1.4650852680206299], [8246, 1.4737293720245361], [9358, 1.4935272932052612], [7820, 1.497094750404358], [7356, 1.4987473487854004], [9975, 1.5000174045562744], [8651, 1.5034985542297363], [7765, 1.5069706439971924], [7354, 1.5083082914352417], [7115, 1.5109320878982544]]",7567
video9418,a man in black suit is talking about deforestation and about climate change,"[[7890, 1.4540843963623047]]","[[7890, 1.4540843963623047], [9406, 1.4688127040863037], [7834, 1.4756450653076172], [9692, 1.4979156255722046], [9821, 1.5053627490997314]]","[[7890, 1.4540843963623047], [9406, 1.4688127040863037], [7834, 1.4756450653076172], [9692, 1.4979156255722046], [9821, 1.5053627490997314], [7946, 1.5162432193756104], [7790, 1.5245916843414307], [8120, 1.5297975540161133], [7753, 1.5313880443572998], [8243, 1.5317028760910034]]",9418
