rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8477,city limits photograph taken from high point in day time,"[[8477, 1.5371801853179932]]","[[8477, 1.5371801853179932], [7890, 1.5654529333114624], [9246, 1.5885748863220215], [7412, 1.5954078435897827], [8307, 1.6040608882904053]]","[[8477, 1.5371801853179932], [7890, 1.5654529333114624], [9246, 1.5885748863220215], [7412, 1.5954078435897827], [8307, 1.6040608882904053], [8945, 1.6040867567062378], [8864, 1.6143664121627808], [8306, 1.614640474319458], [7914, 1.6147816181182861], [7368, 1.6211497783660889]]","[[8477, 1.5371801853179932], [7890, 1.5654529333114624], [9246, 1.5885748863220215], [7412, 1.5954078435897827], [8307, 1.6040608882904053], [8945, 1.6040867567062378], [8864, 1.6143664121627808], [8306, 1.614640474319458], [7914, 1.6147816181182861], [7368, 1.6211497783660889], [9033, 1.6241859197616577], [8260, 1.6250745058059692], [9807, 1.6268985271453857], [7468, 1.6271626949310303], [9336, 1.6273491382598877]]",8477
video9824,two ladies sitting down and talking in an office room,"[[9835, 1.4086923599243164]]","[[9835, 1.4086923599243164], [7724, 1.422493577003479], [7685, 1.4447619915008545], [7843, 1.4624813795089722], [9908, 1.4629979133605957]]","[[9835, 1.4086923599243164], [7724, 1.422493577003479], [7685, 1.4447619915008545], [7843, 1.4624813795089722], [9908, 1.4629979133605957], [8068, 1.4692373275756836], [9357, 1.4698832035064697], [9322, 1.4732768535614014], [7341, 1.4748613834381104], [9237, 1.4782058000564575]]","[[9835, 1.4086923599243164], [7724, 1.422493577003479], [7685, 1.4447619915008545], [7843, 1.4624813795089722], [9908, 1.4629979133605957], [8068, 1.4692373275756836], [9357, 1.4698832035064697], [9322, 1.4732768535614014], [7341, 1.4748613834381104], [9237, 1.4782058000564575], [7149, 1.4789292812347412], [9969, 1.4816964864730835], [9324, 1.4823535680770874], [8392, 1.4838910102844238], [7751, 1.4848449230194092]]",9824
video7960,a man is running around and playing a guitar,"[[8251, 1.4009146690368652]]","[[8251, 1.4009146690368652], [7419, 1.4088656902313232], [7976, 1.4162644147872925], [7227, 1.418622612953186], [8125, 1.4261298179626465]]","[[8251, 1.4009146690368652], [7419, 1.4088656902313232], [7976, 1.4162644147872925], [7227, 1.418622612953186], [8125, 1.4261298179626465], [7780, 1.4291431903839111], [8861, 1.4315917491912842], [9872, 1.4328800439834595], [8657, 1.4329760074615479], [7837, 1.433758020401001]]","[[8251, 1.4009146690368652], [7419, 1.4088656902313232], [7976, 1.4162644147872925], [7227, 1.418622612953186], [8125, 1.4261298179626465], [7780, 1.4291431903839111], [8861, 1.4315917491912842], [9872, 1.4328800439834595], [8657, 1.4329760074615479], [7837, 1.433758020401001], [9878, 1.435243010520935], [7732, 1.435600996017456], [9489, 1.4374566078186035], [7593, 1.4378619194030762], [7961, 1.4420193433761597]]",7960
video8079,several groups of people are kayaking on a waterway,"[[8457, 1.4371843338012695]]","[[8457, 1.4371843338012695], [8079, 1.437476396560669], [9831, 1.4588249921798706], [8312, 1.472596526145935], [7795, 1.482914924621582]]","[[8457, 1.4371843338012695], [8079, 1.437476396560669], [9831, 1.4588249921798706], [8312, 1.472596526145935], [7795, 1.482914924621582], [8493, 1.485167384147644], [8335, 1.493342399597168], [7152, 1.4962239265441895], [9253, 1.497890591621399], [8307, 1.511894702911377]]","[[8457, 1.4371843338012695], [8079, 1.437476396560669], [9831, 1.4588249921798706], [8312, 1.472596526145935], [7795, 1.482914924621582], [8493, 1.485167384147644], [8335, 1.493342399597168], [7152, 1.4962239265441895], [9253, 1.497890591621399], [8307, 1.511894702911377], [8118, 1.5152983665466309], [7681, 1.5158970355987549], [9581, 1.5173481702804565], [8125, 1.517423152923584], [8025, 1.5219855308532715]]",8079
video7542,a boy gets out of a play police car and talks to a girl,"[[7542, 1.3516345024108887]]","[[7542, 1.3516345024108887], [9323, 1.4086756706237793], [8497, 1.4258196353912354], [7822, 1.4273104667663574], [7502, 1.4343303442001343]]","[[7542, 1.3516345024108887], [9323, 1.4086756706237793], [8497, 1.4258196353912354], [7822, 1.4273104667663574], [7502, 1.4343303442001343], [7204, 1.4367470741271973], [7110, 1.4409223794937134], [8899, 1.441572904586792], [7969, 1.4445297718048096], [7354, 1.4458844661712646]]","[[7542, 1.3516345024108887], [9323, 1.4086756706237793], [8497, 1.4258196353912354], [7822, 1.4273104667663574], [7502, 1.4343303442001343], [7204, 1.4367470741271973], [7110, 1.4409223794937134], [8899, 1.441572904586792], [7969, 1.4445297718048096], [7354, 1.4458844661712646], [8330, 1.4466063976287842], [9806, 1.448498010635376], [9489, 1.4502451419830322], [7765, 1.4514023065567017], [8416, 1.4518139362335205]]",7542
video9209,a girl practising her boy and arrow tricks,"[[9771, 1.349308729171753]]","[[9771, 1.349308729171753], [7170, 1.351149559020996], [9685, 1.3715089559555054], [8936, 1.375327467918396], [9451, 1.3798620700836182]]","[[9771, 1.349308729171753], [7170, 1.351149559020996], [9685, 1.3715089559555054], [8936, 1.375327467918396], [9451, 1.3798620700836182], [9034, 1.4114916324615479], [9209, 1.4121224880218506], [9338, 1.4192345142364502], [7558, 1.4196617603302002], [8507, 1.4201297760009766]]","[[9771, 1.349308729171753], [7170, 1.351149559020996], [9685, 1.3715089559555054], [8936, 1.375327467918396], [9451, 1.3798620700836182], [9034, 1.4114916324615479], [9209, 1.4121224880218506], [9338, 1.4192345142364502], [7558, 1.4196617603302002], [8507, 1.4201297760009766], [7359, 1.420931100845337], [8267, 1.4221892356872559], [9416, 1.4333224296569824], [9307, 1.4335637092590332], [7599, 1.4381054639816284]]",9209
video9839,an animated horse is in a barn and the maker asks for comments,"[[9839, 1.2362306118011475]]","[[9839, 1.2362306118011475], [8327, 1.2934099435806274], [9577, 1.3493977785110474], [9451, 1.370104193687439], [8242, 1.3719627857208252]]","[[9839, 1.2362306118011475], [8327, 1.2934099435806274], [9577, 1.3493977785110474], [9451, 1.370104193687439], [8242, 1.3719627857208252], [9416, 1.4010040760040283], [9339, 1.408322811126709], [9031, 1.4133164882659912], [7798, 1.4220941066741943], [8329, 1.4244389533996582]]","[[9839, 1.2362306118011475], [8327, 1.2934099435806274], [9577, 1.3493977785110474], [9451, 1.370104193687439], [8242, 1.3719627857208252], [9416, 1.4010040760040283], [9339, 1.408322811126709], [9031, 1.4133164882659912], [7798, 1.4220941066741943], [8329, 1.4244389533996582], [8909, 1.4272226095199585], [9508, 1.429046869277954], [8078, 1.429844856262207], [9777, 1.4304258823394775], [7546, 1.4316368103027344]]",9839
video7832,a man and woman looking at each other on the subway,"[[7832, 1.396435260772705]]","[[7832, 1.396435260772705], [8318, 1.4544575214385986], [9238, 1.4569785594940186], [7977, 1.4613674879074097], [7546, 1.4645140171051025]]","[[7832, 1.396435260772705], [8318, 1.4544575214385986], [9238, 1.4569785594940186], [7977, 1.4613674879074097], [7546, 1.4645140171051025], [9688, 1.474179744720459], [9682, 1.4750916957855225], [8808, 1.478162407875061], [9237, 1.4891537427902222], [7365, 1.4909648895263672]]","[[7832, 1.396435260772705], [8318, 1.4544575214385986], [9238, 1.4569785594940186], [7977, 1.4613674879074097], [7546, 1.4645140171051025], [9688, 1.474179744720459], [9682, 1.4750916957855225], [8808, 1.478162407875061], [9237, 1.4891537427902222], [7365, 1.4909648895263672], [9811, 1.4918861389160156], [8392, 1.495544195175171], [8340, 1.4977988004684448], [7732, 1.497838020324707], [9254, 1.4983341693878174]]",7832
video7156,tom jones performing live on a television show,"[[7156, 1.2932853698730469]]","[[7156, 1.2932853698730469], [9351, 1.4031805992126465], [8482, 1.411653757095337], [8925, 1.4196045398712158], [8814, 1.4285935163497925]]","[[7156, 1.2932853698730469], [9351, 1.4031805992126465], [8482, 1.411653757095337], [8925, 1.4196045398712158], [8814, 1.4285935163497925], [8265, 1.4318934679031372], [8810, 1.432303547859192], [7754, 1.4339499473571777], [7961, 1.4370896816253662], [7733, 1.4399855136871338]]","[[7156, 1.2932853698730469], [9351, 1.4031805992126465], [8482, 1.411653757095337], [8925, 1.4196045398712158], [8814, 1.4285935163497925], [8265, 1.4318934679031372], [8810, 1.432303547859192], [7754, 1.4339499473571777], [7961, 1.4370896816253662], [7733, 1.4399855136871338], [9245, 1.4415491819381714], [9304, 1.4436200857162476], [7220, 1.454362154006958], [9778, 1.4560478925704956], [8466, 1.4580209255218506]]",7156
video8678,a lady is walking in the beach,"[[9577, 1.4354901313781738]]","[[9577, 1.4354901313781738], [9359, 1.4494397640228271], [8678, 1.4593651294708252], [9338, 1.4602322578430176], [8895, 1.4673973321914673]]","[[9577, 1.4354901313781738], [9359, 1.4494397640228271], [8678, 1.4593651294708252], [9338, 1.4602322578430176], [8895, 1.4673973321914673], [7212, 1.4674068689346313], [9016, 1.480709195137024], [8241, 1.4815785884857178], [7681, 1.488816738128662], [8928, 1.4907355308532715]]","[[9577, 1.4354901313781738], [9359, 1.4494397640228271], [8678, 1.4593651294708252], [9338, 1.4602322578430176], [8895, 1.4673973321914673], [7212, 1.4674068689346313], [9016, 1.480709195137024], [8241, 1.4815785884857178], [7681, 1.488816738128662], [8928, 1.4907355308532715], [9253, 1.4913132190704346], [8014, 1.492095708847046], [8118, 1.49851393699646], [7730, 1.501379132270813], [7116, 1.5023362636566162]]",8678
video9416,person is recording the brown horse which is having fun,"[[9451, 1.3292865753173828]]","[[9451, 1.3292865753173828], [9416, 1.3305095434188843], [9839, 1.3679368495941162], [9577, 1.3686212301254272], [8242, 1.384110450744629]]","[[9451, 1.3292865753173828], [9416, 1.3305095434188843], [9839, 1.3679368495941162], [9577, 1.3686212301254272], [8242, 1.384110450744629], [8125, 1.3979804515838623], [8327, 1.4162133932113647], [8441, 1.420251488685608], [9031, 1.4207496643066406], [7732, 1.4277580976486206]]","[[9451, 1.3292865753173828], [9416, 1.3305095434188843], [9839, 1.3679368495941162], [9577, 1.3686212301254272], [8242, 1.384110450744629], [8125, 1.3979804515838623], [8327, 1.4162133932113647], [8441, 1.420251488685608], [9031, 1.4207496643066406], [7732, 1.4277580976486206], [8329, 1.4318838119506836], [9511, 1.4339182376861572], [7780, 1.4343241453170776], [8929, 1.4377483129501343], [7174, 1.4411070346832275]]",9416
video9780,an older woman who is blind is talking to a girl named lilly,"[[7680, 1.3695976734161377]]","[[7680, 1.3695976734161377], [9688, 1.3757609128952026], [8345, 1.3991334438323975], [8895, 1.4098881483078003], [9337, 1.4103972911834717]]","[[7680, 1.3695976734161377], [9688, 1.3757609128952026], [8345, 1.3991334438323975], [8895, 1.4098881483078003], [9337, 1.4103972911834717], [8899, 1.413527011871338], [9357, 1.4213166236877441], [7843, 1.4282948970794678], [7724, 1.4355459213256836], [9969, 1.4359040260314941]]","[[7680, 1.3695976734161377], [9688, 1.3757609128952026], [8345, 1.3991334438323975], [8895, 1.4098881483078003], [9337, 1.4103972911834717], [8899, 1.413527011871338], [9357, 1.4213166236877441], [7843, 1.4282948970794678], [7724, 1.4355459213256836], [9969, 1.4359040260314941], [8604, 1.4391937255859375], [9603, 1.439770221710205], [7542, 1.4426908493041992], [9908, 1.4443459510803223], [9824, 1.4466805458068848]]",9780
video9812,a woman giving a photoshop tutorial,"[[7916, 1.3692575693130493]]","[[7916, 1.3692575693130493], [9346, 1.3760619163513184], [8011, 1.4025497436523438], [9688, 1.4047768115997314], [9207, 1.4163143634796143]]","[[7916, 1.3692575693130493], [9346, 1.3760619163513184], [8011, 1.4025497436523438], [9688, 1.4047768115997314], [9207, 1.4163143634796143], [9812, 1.425889015197754], [8254, 1.4260048866271973], [9818, 1.4267449378967285], [7724, 1.4273284673690796], [7684, 1.4296753406524658]]","[[7916, 1.3692575693130493], [9346, 1.3760619163513184], [8011, 1.4025497436523438], [9688, 1.4047768115997314], [9207, 1.4163143634796143], [9812, 1.425889015197754], [8254, 1.4260048866271973], [9818, 1.4267449378967285], [7724, 1.4273284673690796], [7684, 1.4296753406524658], [9025, 1.4321348667144775], [8488, 1.435499668121338], [9822, 1.444544792175293], [8669, 1.4448727369308472], [8921, 1.4453078508377075]]",9812
video8851,a group of indian guys meeting on a bridge while it s raining,"[[7837, 1.4100699424743652]]","[[7837, 1.4100699424743652], [8851, 1.41351318359375], [9511, 1.4439818859100342], [7822, 1.456918478012085], [8248, 1.4938011169433594]]","[[7837, 1.4100699424743652], [8851, 1.41351318359375], [9511, 1.4439818859100342], [7822, 1.456918478012085], [8248, 1.4938011169433594], [9521, 1.4970474243164062], [7732, 1.4970703125], [8493, 1.5050259828567505], [8934, 1.508721113204956], [7236, 1.512386679649353]]","[[7837, 1.4100699424743652], [8851, 1.41351318359375], [9511, 1.4439818859100342], [7822, 1.456918478012085], [8248, 1.4938011169433594], [9521, 1.4970474243164062], [7732, 1.4970703125], [8493, 1.5050259828567505], [8934, 1.508721113204956], [7236, 1.512386679649353], [8118, 1.5138567686080933], [7028, 1.514735221862793], [8441, 1.515127420425415], [7974, 1.5190327167510986], [9513, 1.5231940746307373]]",8851
video7200,a female soccer player accepts a reward while being cheered on by the crowd,"[[8476, 1.362529993057251]]","[[8476, 1.362529993057251], [9681, 1.448000192642212], [7200, 1.4587199687957764], [8979, 1.464797019958496], [8014, 1.5030536651611328]]","[[8476, 1.362529993057251], [9681, 1.448000192642212], [7200, 1.4587199687957764], [8979, 1.464797019958496], [8014, 1.5030536651611328], [9305, 1.514997959136963], [7822, 1.5256767272949219], [8899, 1.530890941619873], [7500, 1.5312812328338623], [8556, 1.5321245193481445]]","[[8476, 1.362529993057251], [9681, 1.448000192642212], [7200, 1.4587199687957764], [8979, 1.464797019958496], [8014, 1.5030536651611328], [9305, 1.514997959136963], [7822, 1.5256767272949219], [8899, 1.530890941619873], [7500, 1.5312812328338623], [8556, 1.5321245193481445], [8341, 1.5332051515579224], [9131, 1.534044623374939], [8333, 1.5354030132293701], [8507, 1.5414010286331177], [8314, 1.5418838262557983]]",7200
video8478,a cat is licking a baby,"[[7902, 1.3063725233078003]]","[[7902, 1.3063725233078003], [8478, 1.3271820545196533], [8672, 1.3631846904754639], [9200, 1.3979449272155762], [8323, 1.4277817010879517]]","[[7902, 1.3063725233078003], [8478, 1.3271820545196533], [8672, 1.3631846904754639], [9200, 1.3979449272155762], [8323, 1.4277817010879517], [9034, 1.4438276290893555], [9657, 1.4438430070877075], [8867, 1.4553539752960205], [8016, 1.456965684890747], [7592, 1.4587593078613281]]","[[7902, 1.3063725233078003], [8478, 1.3271820545196533], [8672, 1.3631846904754639], [9200, 1.3979449272155762], [8323, 1.4277817010879517], [9034, 1.4438276290893555], [9657, 1.4438430070877075], [8867, 1.4553539752960205], [8016, 1.456965684890747], [7592, 1.4587593078613281], [8604, 1.4637960195541382], [8935, 1.4647951126098633], [7798, 1.4664915800094604], [8837, 1.4672409296035767], [9031, 1.4743387699127197]]",8478
video8315,man in black suit is having meeting with group of people,"[[8315, 1.4376928806304932]]","[[8315, 1.4376928806304932], [8416, 1.4473042488098145], [8945, 1.4624541997909546], [9404, 1.4630823135375977], [9028, 1.4707484245300293]]","[[8315, 1.4376928806304932], [8416, 1.4473042488098145], [8945, 1.4624541997909546], [9404, 1.4630823135375977], [9028, 1.4707484245300293], [7418, 1.4743380546569824], [7234, 1.4769502878189087], [8808, 1.4790983200073242], [8318, 1.480149507522583], [9885, 1.4873789548873901]]","[[8315, 1.4376928806304932], [8416, 1.4473042488098145], [8945, 1.4624541997909546], [9404, 1.4630823135375977], [9028, 1.4707484245300293], [7418, 1.4743380546569824], [7234, 1.4769502878189087], [8808, 1.4790983200073242], [8318, 1.480149507522583], [9885, 1.4873789548873901], [9131, 1.488979697227478], [8831, 1.4901803731918335], [9418, 1.4915791749954224], [7619, 1.4931977987289429], [9245, 1.4951447248458862]]",8315
video7466,a group of men carry a body covered in a sheet,"[[9681, 1.452717900276184]]","[[9681, 1.452717900276184], [8125, 1.4663732051849365], [7444, 1.4832663536071777], [9131, 1.48777174949646], [9805, 1.4897611141204834]]","[[9681, 1.452717900276184], [8125, 1.4663732051849365], [7444, 1.4832663536071777], [9131, 1.48777174949646], [9805, 1.4897611141204834], [7110, 1.4901398420333862], [8243, 1.495037317276001], [8079, 1.495743751525879], [9235, 1.497049331665039], [8416, 1.499924659729004]]","[[9681, 1.452717900276184], [8125, 1.4663732051849365], [7444, 1.4832663536071777], [9131, 1.48777174949646], [9805, 1.4897611141204834], [7110, 1.4901398420333862], [8243, 1.495037317276001], [8079, 1.495743751525879], [9235, 1.497049331665039], [8416, 1.499924659729004], [8903, 1.499970555305481], [9245, 1.500885248184204], [9489, 1.50295090675354], [7155, 1.503974437713623], [7135, 1.5058916807174683]]",7466
video9010,a group of zombis walking towards a very tall building with a globe in front of it,"[[9131, 1.3412153720855713]]","[[9131, 1.3412153720855713], [7632, 1.4415063858032227], [8306, 1.4471503496170044], [8945, 1.451815128326416], [8657, 1.4523003101348877]]","[[9131, 1.3412153720855713], [7632, 1.4415063858032227], [8306, 1.4471503496170044], [8945, 1.451815128326416], [8657, 1.4523003101348877], [9405, 1.4548641443252563], [9805, 1.4550684690475464], [7028, 1.4553998708724976], [7780, 1.460115671157837], [9063, 1.46394681930542]]","[[9131, 1.3412153720855713], [7632, 1.4415063858032227], [8306, 1.4471503496170044], [8945, 1.451815128326416], [8657, 1.4523003101348877], [9405, 1.4548641443252563], [9805, 1.4550684690475464], [7028, 1.4553998708724976], [7780, 1.460115671157837], [9063, 1.46394681930542], [8122, 1.4666446447372437], [7135, 1.468414306640625], [8061, 1.4692288637161255], [9033, 1.4746253490447998], [7444, 1.4795653820037842]]",9010
video8336,video of a church chior,"[[8474, 1.3617773056030273]]","[[8474, 1.3617773056030273], [7772, 1.3744828701019287], [8336, 1.3801519870758057], [8416, 1.3992187976837158], [9404, 1.4132188558578491]]","[[8474, 1.3617773056030273], [7772, 1.3744828701019287], [8336, 1.3801519870758057], [8416, 1.3992187976837158], [9404, 1.4132188558578491], [9515, 1.4154534339904785], [8909, 1.4182462692260742], [8441, 1.4196747541427612], [7346, 1.4211692810058594], [8257, 1.4229059219360352]]","[[8474, 1.3617773056030273], [7772, 1.3744828701019287], [8336, 1.3801519870758057], [8416, 1.3992187976837158], [9404, 1.4132188558578491], [9515, 1.4154534339904785], [8909, 1.4182462692260742], [8441, 1.4196747541427612], [7346, 1.4211692810058594], [8257, 1.4229059219360352], [8445, 1.424309492111206], [8014, 1.4251725673675537], [8123, 1.431112289428711], [8118, 1.432043194770813], [7558, 1.435154676437378]]",8336
