frame_path_1,frame_path_2,frame_path_3,frame_path_4,video_id,frame_id,sentence
./frames_data/1k_multi_frames_4/video7158_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7158_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7158_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7158_frame_004_of_004.jpg,video7158,video7158,fox news presidential debate recapping the gop debate with donald trump and ted cruz
./frames_data/1k_multi_frames_4/video9233_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9233_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9233_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9233_frame_004_of_004.jpg,video9233,video9233,a man is giving a speech
./frames_data/1k_multi_frames_4/video8687_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8687_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8687_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8687_frame_004_of_004.jpg,video8687,video8687,fast moving time is shown here
./frames_data/1k_multi_frames_4/video9337_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9337_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9337_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9337_frame_004_of_004.jpg,video9337,video9337,some people are inside of a room
./frames_data/1k_multi_frames_4/video9620_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9620_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9620_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9620_frame_004_of_004.jpg,video9620,video9620,outer space pictures that have parts of equipments in them with water droplets on it
./frames_data/1k_multi_frames_4/video7411_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7411_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7411_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7411_frame_004_of_004.jpg,video7411,video7411,jolly good music troop delivering a program and the lady is in good spirit
./frames_data/1k_multi_frames_4/video8514_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8514_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8514_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8514_frame_004_of_004.jpg,video8514,video8514,a person is putting the vegetable in to the water and boil it
./frames_data/1k_multi_frames_4/video8481_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8481_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8481_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8481_frame_004_of_004.jpg,video8481,video8481,a woman is reporting on keds commercials
./frames_data/1k_multi_frames_4/video9224_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9224_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9224_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9224_frame_004_of_004.jpg,video9224,video9224,someone is playing a game
./frames_data/1k_multi_frames_4/video8426_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8426_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8426_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8426_frame_004_of_004.jpg,video8426,video8426,cabins on a sandy beach have walkways going up to their porches
./frames_data/1k_multi_frames_4/video9699_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9699_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9699_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9699_frame_004_of_004.jpg,video9699,video9699,a man explains how to do a experiment
./frames_data/1k_multi_frames_4/video9882_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9882_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9882_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9882_frame_004_of_004.jpg,video9882,video9882,a news reader is reading the news and asking question to some people
./frames_data/1k_multi_frames_4/video8300_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8300_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8300_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8300_frame_004_of_004.jpg,video8300,video8300,a woman pours water into her pot of meat then tomato sauce and stirs it all around while talking
./frames_data/1k_multi_frames_4/video8863_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8863_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8863_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8863_frame_004_of_004.jpg,video8863,video8863,an animated girl talks to a baby and plays with it
./frames_data/1k_multi_frames_4/video7147_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7147_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7147_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7147_frame_004_of_004.jpg,video7147,video7147,a man cooks burgers and bacon on a grill
./frames_data/1k_multi_frames_4/video7744_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7744_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7744_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7744_frame_004_of_004.jpg,video7744,video7744,a chef stirs up some ingredients inside of a pan
./frames_data/1k_multi_frames_4/video7839_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7839_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7839_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7839_frame_004_of_004.jpg,video7839,video7839,this is a vine sports compilation
./frames_data/1k_multi_frames_4/video7214_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7214_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7214_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7214_frame_004_of_004.jpg,video7214,video7214,race cars of different colors lined up on a dark track
./frames_data/1k_multi_frames_4/video7771_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7771_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7771_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7771_frame_004_of_004.jpg,video7771,video7771,a golf player is trying to hit the ball into the pit
./frames_data/1k_multi_frames_4/video8486_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8486_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8486_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8486_frame_004_of_004.jpg,video8486,video8486,a cartoon on a young guy cursing
./frames_data/1k_multi_frames_4/video9909_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9909_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9909_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9909_frame_004_of_004.jpg,video9909,video9909,a crowd of people sitting next to each other as one man plays a video game
./frames_data/1k_multi_frames_4/video8922_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8922_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8922_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8922_frame_004_of_004.jpg,video8922,video8922,an old man shakes hands with another man and then they hug each other
./frames_data/1k_multi_frames_4/video9814_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9814_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9814_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9814_frame_004_of_004.jpg,video9814,video9814,a scene from spongebob squarepants where the townspeople are carrying torches and chasing a giant squidward
./frames_data/1k_multi_frames_4/video9368_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9368_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9368_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9368_frame_004_of_004.jpg,video9368,video9368,someone demonstrates about the small motor uses to the video
./frames_data/1k_multi_frames_4/video8820_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8820_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8820_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8820_frame_004_of_004.jpg,video8820,video8820,a person comes up in the hill on a orange motor bike and falls down
./frames_data/1k_multi_frames_4/video9452_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9452_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9452_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9452_frame_004_of_004.jpg,video9452,video9452,an animated grey shark in the middle of a blue water simulation background rotating in a circle on the screen of a monitor
./frames_data/1k_multi_frames_4/video9344_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9344_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9344_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9344_frame_004_of_004.jpg,video9344,video9344,gameplay footage of someone playing a game
./frames_data/1k_multi_frames_4/video9032_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9032_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9032_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9032_frame_004_of_004.jpg,video9032,video9032,a hospital mortuary room and a doctor treat the special case
./frames_data/1k_multi_frames_4/video9016_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9016_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9016_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9016_frame_004_of_004.jpg,video9016,video9016,all persons are wearing bikini dresses and playing in sea
./frames_data/1k_multi_frames_4/video9353_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9353_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9353_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9353_frame_004_of_004.jpg,video9353,video9353,two women are outside and are discussing something in a foreign language
./frames_data/1k_multi_frames_4/video9405_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9405_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9405_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9405_frame_004_of_004.jpg,video9405,video9405,red balloons float in the sky and have packages tied to them
./frames_data/1k_multi_frames_4/video7559_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7559_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7559_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7559_frame_004_of_004.jpg,video7559,video7559,a man is trying some sushi
./frames_data/1k_multi_frames_4/video9063_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9063_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9063_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9063_frame_004_of_004.jpg,video9063,video9063,people on stage performing
./frames_data/1k_multi_frames_4/video7352_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7352_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7352_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7352_frame_004_of_004.jpg,video7352,video7352,a movie scene starring morgan freeman and men in armor running
./frames_data/1k_multi_frames_4/video8447_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8447_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8447_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8447_frame_004_of_004.jpg,video8447,video8447,a woman singing on the voice
./frames_data/1k_multi_frames_4/video8322_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8322_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8322_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8322_frame_004_of_004.jpg,video8322,video8322,a lady tries to ride on bicycle but fails
./frames_data/1k_multi_frames_4/video7939_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7939_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7939_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7939_frame_004_of_004.jpg,video7939,video7939,a man and woman stand together and cook in the kitchen
./frames_data/1k_multi_frames_4/video7567_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7567_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7567_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7567_frame_004_of_004.jpg,video7567,video7567,a man checks out detail on a car
./frames_data/1k_multi_frames_4/video9418_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9418_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9418_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9418_frame_004_of_004.jpg,video9418,video9418,a man in black suit is talking about deforestation and about climate change
./frames_data/1k_multi_frames_4/video8917_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8917_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8917_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8917_frame_004_of_004.jpg,video8917,video8917,two men discuss social issues
./frames_data/1k_multi_frames_4/video7704_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7704_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7704_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7704_frame_004_of_004.jpg,video7704,video7704,a man with a very red nose
./frames_data/1k_multi_frames_4/video7218_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7218_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7218_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7218_frame_004_of_004.jpg,video7218,video7218,episode from spongebob cartoon
./frames_data/1k_multi_frames_4/video7028_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7028_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7028_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7028_frame_004_of_004.jpg,video7028,video7028,a man is singing and standing in the road
./frames_data/1k_multi_frames_4/video8909_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8909_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8909_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8909_frame_004_of_004.jpg,video8909,video8909,list of people s involved in making the documentary
./frames_data/1k_multi_frames_4/video8269_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8269_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8269_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8269_frame_004_of_004.jpg,video8269,video8269,the man thought students should be given the freedom to learn
./frames_data/1k_multi_frames_4/video9354_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9354_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9354_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9354_frame_004_of_004.jpg,video9354,video9354,a red truck is burning while three men talk about a car
./frames_data/1k_multi_frames_4/video8825_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8825_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8825_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8825_frame_004_of_004.jpg,video8825,video8825,a woman holds up a leather jacket
./frames_data/1k_multi_frames_4/video9324_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9324_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9324_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9324_frame_004_of_004.jpg,video9324,video9324,animated video showing a bottle rolling across an empty hallway
./frames_data/1k_multi_frames_4/video9403_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9403_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9403_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9403_frame_004_of_004.jpg,video9403,video9403,i see a prince trying to get a girl and i see peter pan play around
./frames_data/1k_multi_frames_4/video8254_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8254_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8254_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8254_frame_004_of_004.jpg,video8254,video8254,a woman in a purple dress is talking on a video
./frames_data/1k_multi_frames_4/video7148_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7148_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7148_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7148_frame_004_of_004.jpg,video7148,video7148,a cheif is preparing a treat
./frames_data/1k_multi_frames_4/video7367_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7367_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7367_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7367_frame_004_of_004.jpg,video7367,video7367,this is a rock band music video
./frames_data/1k_multi_frames_4/video9574_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9574_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9574_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9574_frame_004_of_004.jpg,video9574,video9574,in the ocean a man on a surfboard rides a wave
./frames_data/1k_multi_frames_4/video9516_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9516_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9516_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9516_frame_004_of_004.jpg,video9516,video9516,people are cheering at a stadium
./frames_data/1k_multi_frames_4/video9329_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9329_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9329_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9329_frame_004_of_004.jpg,video9329,video9329,a couple is shown
./frames_data/1k_multi_frames_4/video9580_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9580_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9580_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9580_frame_004_of_004.jpg,video9580,video9580,the animals are having nice time together and eating food
./frames_data/1k_multi_frames_4/video8712_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8712_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8712_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8712_frame_004_of_004.jpg,video8712,video8712,a woman is showing nail polish
./frames_data/1k_multi_frames_4/video8556_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8556_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8556_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8556_frame_004_of_004.jpg,video8556,video8556,a group of people are stamp dancing on stage in front of a crowd
./frames_data/1k_multi_frames_4/video9253_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9253_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9253_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9253_frame_004_of_004.jpg,video9253,video9253,people talking about their trip and how they are taken care of
./frames_data/1k_multi_frames_4/video8949_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8949_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8949_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8949_frame_004_of_004.jpg,video8949,video8949,woman with swimming suit is plunging into the water and gets rid of the suit
./frames_data/1k_multi_frames_4/video8119_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8119_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8119_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8119_frame_004_of_004.jpg,video8119,video8119,guy explaining what stiff person syndrome is
./frames_data/1k_multi_frames_4/video7854_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7854_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7854_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7854_frame_004_of_004.jpg,video7854,video7854,a guy talks outside in the snow at a ski resort
./frames_data/1k_multi_frames_4/video7110_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7110_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7110_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7110_frame_004_of_004.jpg,video7110,video7110,there is a man shooting other people in a corridor
./frames_data/1k_multi_frames_4/video9605_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9605_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9605_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9605_frame_004_of_004.jpg,video9605,video9605,a special songs for the game
./frames_data/1k_multi_frames_4/video8116_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8116_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8116_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8116_frame_004_of_004.jpg,video8116,video8116,a dad plays video games with his son
./frames_data/1k_multi_frames_4/video7145_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7145_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7145_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7145_frame_004_of_004.jpg,video7145,video7145,a critic about wine speaks about the french wines
./frames_data/1k_multi_frames_4/video7752_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7752_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7752_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7752_frame_004_of_004.jpg,video7752,video7752,a man speaks on driving and a car model
./frames_data/1k_multi_frames_4/video7946_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7946_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7946_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7946_frame_004_of_004.jpg,video7946,video7946,the man sitting in the black chair and wearing brown suit is talking
./frames_data/1k_multi_frames_4/video9513_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9513_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9513_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9513_frame_004_of_004.jpg,video9513,video9513,a woman is smiling
./frames_data/1k_multi_frames_4/video9623_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9623_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9623_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9623_frame_004_of_004.jpg,video9623,video9623,a man is on a cell phone while people are fighting
./frames_data/1k_multi_frames_4/video7412_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7412_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7412_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7412_frame_004_of_004.jpg,video7412,video7412,a man talks about visiting visiting a specific place to buy some things
