video_id,frame_path,frame_id,sentence
video8254,./1k_frames_single/video8254.jpg,video8254,a woman in a purple dress is talking on a video
video7148,./1k_frames_single/video7148.jpg,video7148,a cheif is preparing a treat
video7367,./1k_frames_single/video7367.jpg,video7367,this is a rock band music video
video9574,./1k_frames_single/video9574.jpg,video9574,in the ocean a man on a surfboard rides a wave
video9516,./1k_frames_single/video9516.jpg,video9516,people are cheering at a stadium
video9329,./1k_frames_single/video9329.jpg,video9329,a couple is shown
video9580,./1k_frames_single/video9580.jpg,video9580,the animals are having nice time together and eating food
video8712,./1k_frames_single/video8712.jpg,video8712,a woman is showing nail polish
video8556,./1k_frames_single/video8556.jpg,video8556,a group of people are stamp dancing on stage in front of a crowd
video9253,./1k_frames_single/video9253.jpg,video9253,people talking about their trip and how they are taken care of
video8949,./1k_frames_single/video8949.jpg,video8949,woman with swimming suit is plunging into the water and gets rid of the suit
video8119,./1k_frames_single/video8119.jpg,video8119,guy explaining what stiff person syndrome is
video7854,./1k_frames_single/video7854.jpg,video7854,a guy talks outside in the snow at a ski resort
video7110,./1k_frames_single/video7110.jpg,video7110,there is a man shooting other people in a corridor
video9605,./1k_frames_single/video9605.jpg,video9605,a special songs for the game
video8116,./1k_frames_single/video8116.jpg,video8116,a dad plays video games with his son
video7145,./1k_frames_single/video7145.jpg,video7145,a critic about wine speaks about the french wines
video7752,./1k_frames_single/video7752.jpg,video7752,a man speaks on driving and a car model
video7946,./1k_frames_single/video7946.jpg,video7946,the man sitting in the black chair and wearing brown suit is talking
video9513,./1k_frames_single/video9513.jpg,video9513,a woman is smiling
video9623,./1k_frames_single/video9623.jpg,video9623,a man is on a cell phone while people are fighting
video7412,./1k_frames_single/video7412.jpg,video7412,a man talks about visiting visiting a specific place to buy some things
video9872,./1k_frames_single/video9872.jpg,video9872,someone is playing a first person shooter game and is making jokes
video8819,./1k_frames_single/video8819.jpg,video8819,a video is shown showing different cars
video8784,./1k_frames_single/video8784.jpg,video8784,a woman makes crafts
video7467,./1k_frames_single/video7467.jpg,video7467,disney movie video clips
video8242,./1k_frames_single/video8242.jpg,video8242,miniature donkeys walking around and making noises
video8662,./1k_frames_single/video8662.jpg,video8662,a man a woman cooking on a cooking show
video9969,./1k_frames_single/video9969.jpg,video9969,two girls are sitting in the bed with a cat and talking
video8906,./1k_frames_single/video8906.jpg,video8906,bbc news story about military crackdown in an unknown asian country
video9119,./1k_frames_single/video9119.jpg,video9119,a man talks about molecules and certain types of antibodies
video7357,./1k_frames_single/video7357.jpg,video7357,tennis players are involved in matches in large stadiums in front of large crowds
video8783,./1k_frames_single/video8783.jpg,video8783,a lady named lizzy is speaking about movies she is wearing a very nice outfit
video7669,./1k_frames_single/video7669.jpg,video7669,three woman doing a fashion show to music
video9503,./1k_frames_single/video9503.jpg,video9503,a woman is talking about how jeans with patches or rips is trendy
video8262,./1k_frames_single/video8262.jpg,video8262,wrestlers are involved in a large wrestling meet
video7528,./1k_frames_single/video7528.jpg,video7528,a girl singing a song and her group were playing music
video9827,./1k_frames_single/video9827.jpg,video9827,lady gaga sings in a music video
video9249,./1k_frames_single/video9249.jpg,video9249,a man is discussing oxiders in bulk form
video8837,./1k_frames_single/video8837.jpg,video8837,a young girl petting a dog that is laying on a couch
video7964,./1k_frames_single/video7964.jpg,video7964,the couples are kissing in the game of throne
video8070,./1k_frames_single/video8070.jpg,video8070,man driving a car in a video game
video9957,./1k_frames_single/video9957.jpg,video9957,a group of people are dancing in a room
video9302,./1k_frames_single/video9302.jpg,video9302,a guy trying to climb on a rope while another guy timing him
video8655,./1k_frames_single/video8655.jpg,video8655,an animal is throwing a piece of junk
video7797,./1k_frames_single/video7797.jpg,video7797,a man is swimming in the swimming pool
video9225,./1k_frames_single/video9225.jpg,video9225,a man discusses a bollywood celebrity
video8261,./1k_frames_single/video8261.jpg,video8261,blonde woman with black nails is recording herself in a room
video8303,./1k_frames_single/video8303.jpg,video8303,a cartoon announcing the next event in a fake show
video7445,./1k_frames_single/video7445.jpg,video7445,a man is talking and playing a video game
video7753,./1k_frames_single/video7753.jpg,video7753,a man is giving his commentary on a current event television show
video7359,./1k_frames_single/video7359.jpg,video7359,two people are preparing for sports
video8013,./1k_frames_single/video8013.jpg,video8013,a video showing footage from sporting events
video9834,./1k_frames_single/video9834.jpg,video9834,old black and white films are shown and the history of motion pictures is being dealt with
video7418,./1k_frames_single/video7418.jpg,video7418,an indian man talking about iphones and a new type of clothing
video9356,./1k_frames_single/video9356.jpg,video9356,someone is arranging utensilslarge saucepan and spoons as a preparation to cook something
video7153,./1k_frames_single/video7153.jpg,video7153,there is a wrestling match going on between two people
video9750,./1k_frames_single/video9750.jpg,video9750,a man points his gun towards a woman in a room
video8818,./1k_frames_single/video8818.jpg,video8818,several young girls are singing on stage
video8057,./1k_frames_single/video8057.jpg,video8057,a women preparing a duck to roast
video9693,./1k_frames_single/video9693.jpg,video9693,the chef adds fish sauce and fish paste to a large stainless steel cooking pot
video9036,./1k_frames_single/video9036.jpg,video9036,young children in red fire chief hats are guided to a fire engine and up its metal textured stairs
video9815,./1k_frames_single/video9815.jpg,video9815,a mashup of music videos is being played
video8664,./1k_frames_single/video8664.jpg,video8664,customers wait in line at an ice cream shop while employees tend to them
video7376,./1k_frames_single/video7376.jpg,video7376,broth is being added to a soup pot and stirred with a rubber spatula
video9639,./1k_frames_single/video9639.jpg,video9639,women poring sauce to cooking vegetables
video8494,./1k_frames_single/video8494.jpg,video8494,a girl is talking about a celebrity
video9511,./1k_frames_single/video9511.jpg,video9511,a person is riding red car on road
video7563,./1k_frames_single/video7563.jpg,video7563,a man is talking about appliances
video9879,./1k_frames_single/video9879.jpg,video9879,the young performer impressed his audience
video9222,./1k_frames_single/video9222.jpg,video9222,a boy is trying out for a part on the voice kids
video9548,./1k_frames_single/video9548.jpg,video9548,a reporter asks questions at a gun range
video8349,./1k_frames_single/video8349.jpg,video8349,friends enjoy eating
video8903,./1k_frames_single/video8903.jpg,video8903,there are crocodiles about to eat the group of people walking across the water
video8915,./1k_frames_single/video8915.jpg,video8915,person cooking up somefood
video9677,./1k_frames_single/video9677.jpg,video9677,a guy wearing a red shirt drives a car while talking
video7701,./1k_frames_single/video7701.jpg,video7701,cartoon cars smiling talking and driving down a city road
video7767,./1k_frames_single/video7767.jpg,video7767,a slideshow with captions
video7785,./1k_frames_single/video7785.jpg,video7785,person lighting a kettle
video9232,./1k_frames_single/video9232.jpg,video9232,a video game woman character runs down a hill followed by a dog running down the hill they both then run up the hill together
video7150,./1k_frames_single/video7150.jpg,video7150,a picture of the batsman is shown and he is ready for the batting and the audience are watching the show
video7794,./1k_frames_single/video7794.jpg,video7794,a famous tv talk show
video9803,./1k_frames_single/video9803.jpg,video9803,two guys wrestling at an event
video9694,./1k_frames_single/video9694.jpg,video9694,a guy barbequeing potatoes
video9609,./1k_frames_single/video9609.jpg,video9609,two astronauts experiencing a tense situation before relaxing afterwards
video8945,./1k_frames_single/video8945.jpg,video8945,two men stand on a platform suspended high above the city
video8879,./1k_frames_single/video8879.jpg,video8879,a tamil movie scene is being shown they travel through a auto riksha and speak about the importance of work
video7230,./1k_frames_single/video7230.jpg,video7230,a woman is talking about a baby stroller
video9734,./1k_frames_single/video9734.jpg,video9734,a cartoon shows two dogs talking to a bird
video7594,./1k_frames_single/video7594.jpg,video7594,water is being filtered in a tank with rocks
video9244,./1k_frames_single/video9244.jpg,video9244,documentary about museum in peninsula
video7680,./1k_frames_single/video7680.jpg,video7680,an ethiopian woman asks a child what she is good at
video8620,./1k_frames_single/video8620.jpg,video8620,a woman is making a hair accessory
video8973,./1k_frames_single/video8973.jpg,video8973,commercial for a service called eva which will help people find a vehicle
video9518,./1k_frames_single/video9518.jpg,video9518,people perform on the voice
video8686,./1k_frames_single/video8686.jpg,video8686,a women is doing craft and talking about that
video8490,./1k_frames_single/video8490.jpg,video8490,the song hero by skillet with lyrics
video8781,./1k_frames_single/video8781.jpg,video8781,a song from the movie beauty and the beast
video8075,./1k_frames_single/video8075.jpg,video8075,scenes of romantic film
video8076,./1k_frames_single/video8076.jpg,video8076,a web animation of a businessman
video9577,./1k_frames_single/video9577.jpg,video9577,cartoon one women in horse and speak to that calmly
video8673,./1k_frames_single/video8673.jpg,video8673,a man discusses spongebob
video9352,./1k_frames_single/video9352.jpg,video9352,a man is talking to a crowd
video8920,./1k_frames_single/video8920.jpg,video8920,a kid unwrapping his presents
video7747,./1k_frames_single/video7747.jpg,video7747,this is a scene from a disney cartoon set in ancient times
video7468,./1k_frames_single/video7468.jpg,video7468,a man jumps onto a ledge of a building
video7756,./1k_frames_single/video7756.jpg,video7756,a group of women are singing
video7175,./1k_frames_single/video7175.jpg,video7175,the band member takes a seat
video8346,./1k_frames_single/video8346.jpg,video8346,a man talks about a war between two generals one of which became king
video8307,./1k_frames_single/video8307.jpg,video8307,calm pond with lush green hills lining the background is shown
video9681,./1k_frames_single/video9681.jpg,video9681,sports people are fighting on field
video7828,./1k_frames_single/video7828.jpg,video7828,a man gives a lecture with a microphone in front of a laptop with a red glow behind him
video8056,./1k_frames_single/video8056.jpg,video8056,fried potatoes are being eaten
video8832,./1k_frames_single/video8832.jpg,video8832,a girl messaging her friend
video9117,./1k_frames_single/video9117.jpg,video9117,a person in white color dress wearing cloth speaking on topic white board explayning and many persons sitting displaying on screen
video8679,./1k_frames_single/video8679.jpg,video8679,a man discussed a few products
video8450,./1k_frames_single/video8450.jpg,video8450,a elecopter moving in air and red and yellow dress man hand touching speaking in snow land wearing helmet displaying on screen
video7137,./1k_frames_single/video7137.jpg,video7137,bill murray is covered in frosting
video8247,./1k_frames_single/video8247.jpg,video8247,a man is talking about cooking and presenting a thermometer and way of preparation
video9227,./1k_frames_single/video9227.jpg,video9227,man shows how to prepare potatoes
video7204,./1k_frames_single/video7204.jpg,video7204,a small boy is crying and a car is showed
video8120,./1k_frames_single/video8120.jpg,video8120,a guest is speaking with a television show host
video9823,./1k_frames_single/video9823.jpg,video9823,various rugby scenes from different games
video8489,./1k_frames_single/video8489.jpg,video8489,a tv channel named how to cook great foodcom is telling how to prepare a dish
video9245,./1k_frames_single/video9245.jpg,video9245,man interviews bill murray
video7469,./1k_frames_single/video7469.jpg,video7469,a video of a young man in a white shirt inviting his colleagues to join him
video8929,./1k_frames_single/video8929.jpg,video8929,a person is playing a video game
video8267,./1k_frames_single/video8267.jpg,video8267,video of gymasts practicing to roll
video7361,./1k_frames_single/video7361.jpg,video7361,a woman with a camel
video7349,./1k_frames_single/video7349.jpg,video7349,a grey haired man interviews someone else
video8901,./1k_frames_single/video8901.jpg,video8901,men pushing a car down assembly line
video8799,./1k_frames_single/video8799.jpg,video8799,different letters are coming out and sounding out the way they sound
video7614,./1k_frames_single/video7614.jpg,video7614,a man picking out a vehicle from the trailer
video7340,./1k_frames_single/video7340.jpg,video7340,a man is talking about his car s features while inside his car
video8475,./1k_frames_single/video8475.jpg,video8475,scrolling the the menu of movieclips with different movie trailers
video9207,./1k_frames_single/video9207.jpg,video9207,a lady is put makeup especially around her eyes
video9545,./1k_frames_single/video9545.jpg,video9545,some one talking about top ten movies of the year
video9323,./1k_frames_single/video9323.jpg,video9323,it is the video of military men
video7219,./1k_frames_single/video7219.jpg,video7219,a man drives a red indianapolis 500 type race car around an asphalt track
video9038,./1k_frames_single/video9038.jpg,video9038,a person is preparing some food
video8444,./1k_frames_single/video8444.jpg,video8444,two ladies in a cookery show explain how to marinate chicken already cleaned and ready with salt and cilantro sprigs
video8491,./1k_frames_single/video8491.jpg,video8491,a police officer pulls a gun at a swimming pool
video8652,./1k_frames_single/video8652.jpg,video8652,a man runs into the crowd when trying to catch a basketball
video7790,./1k_frames_single/video7790.jpg,video7790,a guy with glasses is standing next to some signs
video9416,./1k_frames_single/video9416.jpg,video9416,person is recording the brown horse which is having fun
video8260,./1k_frames_single/video8260.jpg,video8260,man in white hoodie turns a page to tell you about an online store the url is available in the description
video7751,./1k_frames_single/video7751.jpg,video7751,two women rare sitting speaking on sites in los angeles
video8124,./1k_frames_single/video8124.jpg,video8124,basketball players making a shot in the last seven seconds
video7556,./1k_frames_single/video7556.jpg,video7556,people are playing baseball
video8265,./1k_frames_single/video8265.jpg,video8265,someone plays a guitar and sings on stage of a tv show
video7368,./1k_frames_single/video7368.jpg,video7368,a martial arts cartoon
video9625,./1k_frames_single/video9625.jpg,video9625,its a cooking recipe show with chicken vegetables
video7134,./1k_frames_single/video7134.jpg,video7134,a class is being introduced to a digital reading device
video9521,./1k_frames_single/video9521.jpg,video9521,a person is passing by a jolly group of men
video8866,./1k_frames_single/video8866.jpg,video8866,a news scene of the dog s exercise and diet
video8812,./1k_frames_single/video8812.jpg,video8812,shows a globe and a bunch of people
video8110,./1k_frames_single/video8110.jpg,video8110,a cartoon woman cries at a bench while a woman in blue appears
video7546,./1k_frames_single/video7546.jpg,video7546,a man and a woman are talking about something
video9509,./1k_frames_single/video9509.jpg,video9509,a women in blue shows two pink lipsticks
video9549,./1k_frames_single/video9549.jpg,video9549,video of a computer program while someone navigates through its menus
video7157,./1k_frames_single/video7157.jpg,video7157,an anime cartoon character speaks to another character
video7020,./1k_frames_single/video7020.jpg,video7020,a woman creating a fondant baby and flower
video9328,./1k_frames_single/video9328.jpg,video9328,a car is racing on road
video9826,./1k_frames_single/video9826.jpg,video9826,an animated micky is driving a car
video8861,./1k_frames_single/video8861.jpg,video8861,a white male raps while another plays guitar
video9322,./1k_frames_single/video9322.jpg,video9322,a woman gets trapped in a burning trailer
video7491,./1k_frames_single/video7491.jpg,video7491,a person explaining a concept in a show
video9575,./1k_frames_single/video9575.jpg,video9575,the woman in the purple blouse talk as the shelves are behind her
video7177,./1k_frames_single/video7177.jpg,video7177,girl is dancing in the garden
video8327,./1k_frames_single/video8327.jpg,video8327,multi colored horses in a barn and outside in the snow
video7116,./1k_frames_single/video7116.jpg,video7116,a group of people are walking a woman is talking about their culture
video7118,./1k_frames_single/video7118.jpg,video7118,a young girl in a horror movie is haunted
video7695,./1k_frames_single/video7695.jpg,video7695,a man is stirring something in a pot
video7632,./1k_frames_single/video7632.jpg,video7632,a man walks between two brick buildings a dusk
video7587,./1k_frames_single/video7587.jpg,video7587,two men in a wrestling competition
video8333,./1k_frames_single/video8333.jpg,video8333,a woman is talking in the tv channel
video9773,./1k_frames_single/video9773.jpg,video9773,a boy plays grand theft auto 5
video9908,./1k_frames_single/video9908.jpg,video9908,a woman talking about education
video7576,./1k_frames_single/video7576.jpg,video7576,men are being filmed in the darkness
video7843,./1k_frames_single/video7843.jpg,video7843,a woman discusses how we can help children in a classroom
video7741,./1k_frames_single/video7741.jpg,video7741,a cartoon man in sunglasses waves at the crowd and smiles
video8572,./1k_frames_single/video8572.jpg,video8572,a man grabs at snakes and throws them around the room
video9755,./1k_frames_single/video9755.jpg,video9755,advertisement of seat basket
video9206,./1k_frames_single/video9206.jpg,video9206,a man punches a faucet to show how much better bottled water is
video9208,./1k_frames_single/video9208.jpg,video9208,a man is showing the foot well under the door jam area of the car
video9239,./1k_frames_single/video9239.jpg,video9239,a man kicks at a bull
video9203,./1k_frames_single/video9203.jpg,video9203,the man is giving an informational speech to a group of people about telling someone something
video8305,./1k_frames_single/video8305.jpg,video8305,in a music video a man is laying with women while singing
video8318,./1k_frames_single/video8318.jpg,video8318,a group discusses a man s outfit
video7151,./1k_frames_single/video7151.jpg,video7151,a man is sitting on a chair
video7917,./1k_frames_single/video7917.jpg,video7917,shania twain does a closeup for her video
video7461,./1k_frames_single/video7461.jpg,video7461,a man playing video games
video7573,./1k_frames_single/video7573.jpg,video7573,a girl in white night wear dancing very sexy
video7796,./1k_frames_single/video7796.jpg,video7796,boy playing with a dump truck
video7333,./1k_frames_single/video7333.jpg,video7333,there are pictures and quotes from george bernard shaw and vincent van gogh while a voice over artist talks about making mistakes
video9775,./1k_frames_single/video9775.jpg,video9775,a man speaks to children in a classroom
video7545,./1k_frames_single/video7545.jpg,video7545,a person is playing a violin
video8934,./1k_frames_single/video8934.jpg,video8934,cameras filming near accidents between cars in traffic
video9347,./1k_frames_single/video9347.jpg,video9347,a woman in red dress explaining about cushion seat
video7562,./1k_frames_single/video7562.jpg,video7562,article about nasa s johnson space center being broadcasted on news
video9828,./1k_frames_single/video9828.jpg,video9828,assorted people are shown holding cute pets
video7377,./1k_frames_single/video7377.jpg,video7377,a guy reports on complex news
video8605,./1k_frames_single/video8605.jpg,video8605,all womans singing and dancing
video8244,./1k_frames_single/video8244.jpg,video8244,two men walk behind a couple of rhinoceroses one of which attacks a man
video7960,./1k_frames_single/video7960.jpg,video7960,a man is running around and playing a guitar
video8243,./1k_frames_single/video8243.jpg,video8243,man in black suit is having meeting with group of people
video9685,./1k_frames_single/video9685.jpg,video9685,people practising marshal arts
video7825,./1k_frames_single/video7825.jpg,video7825,sitting and converstion 2 lady and 2 gents
video7159,./1k_frames_single/video7159.jpg,video7159,bill murray is being interviewed by david letterman while talking about bill s past roles
video8839,./1k_frames_single/video8839.jpg,video8839,spongebob is showing memories of him with mr
video9228,./1k_frames_single/video9228.jpg,video9228,guy in purple tshirt playing guitar as they drive through
video9779,./1k_frames_single/video9779.jpg,video9779,fireworks are being lit and exploding in a night sky
video7583,./1k_frames_single/video7583.jpg,video7583,a princess tries not to cry in front of malificent
video8259,./1k_frames_single/video8259.jpg,video8259,an interview is conducted
video9202,./1k_frames_single/video9202.jpg,video9202,a girl singing song on stage
video8416,./1k_frames_single/video8416.jpg,video8416,a video of different racially motivated protests is playing while the song everyone s a little bit racist plays
video9819,./1k_frames_single/video9819.jpg,video9819,a reporter talks about a police incident
video8312,./1k_frames_single/video8312.jpg,video8312,the mountain views are from a boat on the center of a lake
video9691,./1k_frames_single/video9691.jpg,video9691,a commercial for the mazda 3 the card sliding around a corner
video9657,./1k_frames_single/video9657.jpg,video9657,a monkey and a man feeding monkey with hand displaying on screen
video9622,./1k_frames_single/video9622.jpg,video9622,dogs are walking across the road in a video
video7789,./1k_frames_single/video7789.jpg,video7789,a compilation of vine videos is shown
video7755,./1k_frames_single/video7755.jpg,video7755,someone speaking about a violent act regarding the police
video8660,./1k_frames_single/video8660.jpg,video8660,two teams play at the olympics
video7163,./1k_frames_single/video7163.jpg,video7163,a young man is touching a young girls back
video9308,./1k_frames_single/video9308.jpg,video9308,the models walk the catwalk
video9489,./1k_frames_single/video9489.jpg,video9489,a man with brown hair is singing a song
video8313,./1k_frames_single/video8313.jpg,video8313,a woman is discussing a new video game
video9537,./1k_frames_single/video9537.jpg,video9537,animated comic scene of guy cutting up food for dinner
video8935,./1k_frames_single/video8935.jpg,video8935,man is crossing the street with big lion and friend
video7757,./1k_frames_single/video7757.jpg,video7757,a figure in camouflage clothing walks with bent knees through large cement rooms toward a door as people are being shot
video8931,./1k_frames_single/video8931.jpg,video8931,a man playing a video game character that is carrying a sword and killing animals with it
video9248,./1k_frames_single/video9248.jpg,video9248,people are riding horses in grassland
video7597,./1k_frames_single/video7597.jpg,video7597,a man drives while discussing his car
video7025,./1k_frames_single/video7025.jpg,video7025,a naked child runs through a field
video7233,./1k_frames_single/video7233.jpg,video7233,views of two persons working on the super computer with the head phones on
video9325,./1k_frames_single/video9325.jpg,video9325,a man is driving a black car
video7353,./1k_frames_single/video7353.jpg,video7353,a minecraft video game is being played
video9688,./1k_frames_single/video9688.jpg,video9688,a person looks at a celebrity on the computer
video7599,./1k_frames_single/video7599.jpg,video7599,people compete in a backyard competition
video9023,./1k_frames_single/video9023.jpg,video9023,several shots of tv shows combined were shown here
video9309,./1k_frames_single/video9309.jpg,video9309,there is someone serving a crab dish
video8332,./1k_frames_single/video8332.jpg,video8332,someone is assembling a small hello kitty oven toy
video8328,./1k_frames_single/video8328.jpg,video8328,a man discusses and shows traits of some computer functions
video7542,./1k_frames_single/video7542.jpg,video7542,a boy gets out of a play police car and talks to a girl
video9419,./1k_frames_single/video9419.jpg,video9419,a girl talking with long hair
video8493,./1k_frames_single/video8493.jpg,video8493,polar bear jumps into water then plays around while people watch
video9223,./1k_frames_single/video9223.jpg,video9223,a man and a woman are sitting in front of a television and addressing and audience
video9813,./1k_frames_single/video9813.jpg,video9813,a man drives a motorcycle in a video game
video8815,./1k_frames_single/video8815.jpg,video8815,a man walking into a room with two kids with red helmets
video8661,./1k_frames_single/video8661.jpg,video8661,a soccer player shoots a goal during a soccer game
video8669,./1k_frames_single/video8669.jpg,video8669,anchor talking about a shows
video7162,./1k_frames_single/video7162.jpg,video7162,woman talking to a man in an interview
video9820,./1k_frames_single/video9820.jpg,video9820,a girl playing the game the sims
video9780,./1k_frames_single/video9780.jpg,video9780,an older woman who is blind is talking to a girl named lilly
video8900,./1k_frames_single/video8900.jpg,video8900,a woman bakes and decorates a cake
video9200,./1k_frames_single/video9200.jpg,video9200,animals are communicating with one another through thought bubbles in three different scenes from a video game
video7830,./1k_frames_single/video7830.jpg,video7830,this is about a young boy s photo shoot
video8111,./1k_frames_single/video8111.jpg,video8111,people are using a computer software tool
video8786,./1k_frames_single/video8786.jpg,video8786,a group of people talking about stuff
video9022,./1k_frames_single/video9022.jpg,video9022,a woman stirs up some soup sprinkles a spice in and drops a shot of liquid into it
video8803,./1k_frames_single/video8803.jpg,video8803,a man is sweeping dust off the floor
video7616,./1k_frames_single/video7616.jpg,video7616,an orange sports car accelerates quickly
video9680,./1k_frames_single/video9680.jpg,video9680,on google earth is a man who is talking about the flights
video8811,./1k_frames_single/video8811.jpg,video8811,the boy in karate dresswho is remembering the memorable hours with his father
video8089,./1k_frames_single/video8089.jpg,video8089,a police officer drives his white car onto a grassy field and then back on to the street
video8772,./1k_frames_single/video8772.jpg,video8772,the man is making a sauce in the kitchen
video9409,./1k_frames_single/video9409.jpg,video9409,a bowl of shrimp green onions and other assorted ingredients in a soup broth
video8774,./1k_frames_single/video8774.jpg,video8774,there is a guy filling a toy with cotton to play with it
video8787,./1k_frames_single/video8787.jpg,video8787,minecraft gamer puts on iron armor
video9770,./1k_frames_single/video9770.jpg,video9770,a person is connecting something to system
video8626,./1k_frames_single/video8626.jpg,video8626,numbers are displayed on the screen
video8814,./1k_frames_single/video8814.jpg,video8814,the judges make a decision
video7413,./1k_frames_single/video7413.jpg,video7413,there is a guy talking to his father
video7373,./1k_frames_single/video7373.jpg,video7373,a solider gives a speech
video9221,./1k_frames_single/video9221.jpg,video9221,a cartoon clip is being played
