video_id,frame_path_1,frame_path_2,frame_path_3,frame_path_4,frame_id,sentence
video7559,./test_1k_images_3/video7559_frame_001_of_004.jpg,./test_1k_images_3/video7559_frame_002_of_004.jpg,./test_1k_images_3/video7559_frame_003_of_004.jpg,./test_1k_images_3/video7559_frame_004_of_004.jpg,video7559,a man is trying some sushi
video9063,./test_1k_images_3/video9063_frame_001_of_004.jpg,./test_1k_images_3/video9063_frame_002_of_004.jpg,./test_1k_images_3/video9063_frame_003_of_004.jpg,./test_1k_images_3/video9063_frame_004_of_004.jpg,video9063,people on stage performing
video7352,./test_1k_images_3/video7352_frame_001_of_004.jpg,./test_1k_images_3/video7352_frame_002_of_004.jpg,./test_1k_images_3/video7352_frame_003_of_004.jpg,./test_1k_images_3/video7352_frame_004_of_004.jpg,video7352,a movie scene starring morgan freeman and men in armor running
video8447,./test_1k_images_3/video8447_frame_001_of_004.jpg,./test_1k_images_3/video8447_frame_002_of_004.jpg,./test_1k_images_3/video8447_frame_003_of_004.jpg,./test_1k_images_3/video8447_frame_004_of_004.jpg,video8447,a woman singing on the voice
video8322,./test_1k_images_3/video8322_frame_001_of_004.jpg,./test_1k_images_3/video8322_frame_002_of_004.jpg,./test_1k_images_3/video8322_frame_003_of_004.jpg,./test_1k_images_3/video8322_frame_004_of_004.jpg,video8322,a lady tries to ride on bicycle but fails
video7939,./test_1k_images_3/video7939_frame_001_of_004.jpg,./test_1k_images_3/video7939_frame_002_of_004.jpg,./test_1k_images_3/video7939_frame_003_of_004.jpg,./test_1k_images_3/video7939_frame_004_of_004.jpg,video7939,a man and woman stand together and cook in the kitchen
video7567,./test_1k_images_3/video7567_frame_001_of_004.jpg,./test_1k_images_3/video7567_frame_002_of_004.jpg,./test_1k_images_3/video7567_frame_003_of_004.jpg,./test_1k_images_3/video7567_frame_004_of_004.jpg,video7567,a man checks out detail on a car
video9418,./test_1k_images_3/video9418_frame_001_of_004.jpg,./test_1k_images_3/video9418_frame_002_of_004.jpg,./test_1k_images_3/video9418_frame_003_of_004.jpg,./test_1k_images_3/video9418_frame_004_of_004.jpg,video9418,a man in black suit is talking about deforestation and about climate change
video8917,./test_1k_images_3/video8917_frame_001_of_004.jpg,./test_1k_images_3/video8917_frame_002_of_004.jpg,./test_1k_images_3/video8917_frame_003_of_004.jpg,./test_1k_images_3/video8917_frame_004_of_004.jpg,video8917,two men discuss social issues
video7704,./test_1k_images_3/video7704_frame_001_of_004.jpg,./test_1k_images_3/video7704_frame_002_of_004.jpg,./test_1k_images_3/video7704_frame_003_of_004.jpg,./test_1k_images_3/video7704_frame_004_of_004.jpg,video7704,a man with a very red nose
video7218,./test_1k_images_3/video7218_frame_001_of_004.jpg,./test_1k_images_3/video7218_frame_002_of_004.jpg,./test_1k_images_3/video7218_frame_003_of_004.jpg,./test_1k_images_3/video7218_frame_004_of_004.jpg,video7218,episode from spongebob cartoon
video7028,./test_1k_images_3/video7028_frame_001_of_004.jpg,./test_1k_images_3/video7028_frame_002_of_004.jpg,./test_1k_images_3/video7028_frame_003_of_004.jpg,./test_1k_images_3/video7028_frame_004_of_004.jpg,video7028,a man is singing and standing in the road
video8909,./test_1k_images_3/video8909_frame_001_of_004.jpg,./test_1k_images_3/video8909_frame_002_of_004.jpg,./test_1k_images_3/video8909_frame_003_of_004.jpg,./test_1k_images_3/video8909_frame_004_of_004.jpg,video8909,list of people s involved in making the documentary
video8269,./test_1k_images_3/video8269_frame_001_of_004.jpg,./test_1k_images_3/video8269_frame_002_of_004.jpg,./test_1k_images_3/video8269_frame_003_of_004.jpg,./test_1k_images_3/video8269_frame_004_of_004.jpg,video8269,the man thought students should be given the freedom to learn
video9354,./test_1k_images_3/video9354_frame_001_of_004.jpg,./test_1k_images_3/video9354_frame_002_of_004.jpg,./test_1k_images_3/video9354_frame_003_of_004.jpg,./test_1k_images_3/video9354_frame_004_of_004.jpg,video9354,a red truck is burning while three men talk about a car
video8825,./test_1k_images_3/video8825_frame_001_of_004.jpg,./test_1k_images_3/video8825_frame_002_of_004.jpg,./test_1k_images_3/video8825_frame_003_of_004.jpg,./test_1k_images_3/video8825_frame_004_of_004.jpg,video8825,a woman holds up a leather jacket
video9324,./test_1k_images_3/video9324_frame_001_of_004.jpg,./test_1k_images_3/video9324_frame_002_of_004.jpg,./test_1k_images_3/video9324_frame_003_of_004.jpg,./test_1k_images_3/video9324_frame_004_of_004.jpg,video9324,animated video showing a bottle rolling across an empty hallway
video9403,./test_1k_images_3/video9403_frame_001_of_004.jpg,./test_1k_images_3/video9403_frame_002_of_004.jpg,./test_1k_images_3/video9403_frame_003_of_004.jpg,./test_1k_images_3/video9403_frame_004_of_004.jpg,video9403,i see a prince trying to get a girl and i see peter pan play around
video8254,./test_1k_images_3/video8254_frame_001_of_004.jpg,./test_1k_images_3/video8254_frame_002_of_004.jpg,./test_1k_images_3/video8254_frame_003_of_004.jpg,./test_1k_images_3/video8254_frame_004_of_004.jpg,video8254,a woman in a purple dress is talking on a video
video7148,./test_1k_images_3/video7148_frame_001_of_004.jpg,./test_1k_images_3/video7148_frame_002_of_004.jpg,./test_1k_images_3/video7148_frame_003_of_004.jpg,./test_1k_images_3/video7148_frame_004_of_004.jpg,video7148,a cheif is preparing a treat
video7367,./test_1k_images_3/video7367_frame_001_of_004.jpg,./test_1k_images_3/video7367_frame_002_of_004.jpg,./test_1k_images_3/video7367_frame_003_of_004.jpg,./test_1k_images_3/video7367_frame_004_of_004.jpg,video7367,this is a rock band music video
video9574,./test_1k_images_3/video9574_frame_001_of_004.jpg,./test_1k_images_3/video9574_frame_002_of_004.jpg,./test_1k_images_3/video9574_frame_003_of_004.jpg,./test_1k_images_3/video9574_frame_004_of_004.jpg,video9574,in the ocean a man on a surfboard rides a wave
video9516,./test_1k_images_3/video9516_frame_001_of_004.jpg,./test_1k_images_3/video9516_frame_002_of_004.jpg,./test_1k_images_3/video9516_frame_003_of_004.jpg,./test_1k_images_3/video9516_frame_004_of_004.jpg,video9516,people are cheering at a stadium
video9329,./test_1k_images_3/video9329_frame_001_of_004.jpg,./test_1k_images_3/video9329_frame_002_of_004.jpg,./test_1k_images_3/video9329_frame_003_of_004.jpg,./test_1k_images_3/video9329_frame_004_of_004.jpg,video9329,a couple is shown
video9580,./test_1k_images_3/video9580_frame_001_of_004.jpg,./test_1k_images_3/video9580_frame_002_of_004.jpg,./test_1k_images_3/video9580_frame_003_of_004.jpg,./test_1k_images_3/video9580_frame_004_of_004.jpg,video9580,the animals are having nice time together and eating food
video8712,./test_1k_images_3/video8712_frame_001_of_004.jpg,./test_1k_images_3/video8712_frame_002_of_004.jpg,./test_1k_images_3/video8712_frame_003_of_004.jpg,./test_1k_images_3/video8712_frame_004_of_004.jpg,video8712,a woman is showing nail polish
video8556,./test_1k_images_3/video8556_frame_001_of_004.jpg,./test_1k_images_3/video8556_frame_002_of_004.jpg,./test_1k_images_3/video8556_frame_003_of_004.jpg,./test_1k_images_3/video8556_frame_004_of_004.jpg,video8556,a group of people are stamp dancing on stage in front of a crowd
video9253,./test_1k_images_3/video9253_frame_001_of_004.jpg,./test_1k_images_3/video9253_frame_002_of_004.jpg,./test_1k_images_3/video9253_frame_003_of_004.jpg,./test_1k_images_3/video9253_frame_004_of_004.jpg,video9253,people talking about their trip and how they are taken care of
video8949,./test_1k_images_3/video8949_frame_001_of_004.jpg,./test_1k_images_3/video8949_frame_002_of_004.jpg,./test_1k_images_3/video8949_frame_003_of_004.jpg,./test_1k_images_3/video8949_frame_004_of_004.jpg,video8949,woman with swimming suit is plunging into the water and gets rid of the suit
video8119,./test_1k_images_3/video8119_frame_001_of_004.jpg,./test_1k_images_3/video8119_frame_002_of_004.jpg,./test_1k_images_3/video8119_frame_003_of_004.jpg,./test_1k_images_3/video8119_frame_004_of_004.jpg,video8119,guy explaining what stiff person syndrome is
video7854,./test_1k_images_3/video7854_frame_001_of_004.jpg,./test_1k_images_3/video7854_frame_002_of_004.jpg,./test_1k_images_3/video7854_frame_003_of_004.jpg,./test_1k_images_3/video7854_frame_004_of_004.jpg,video7854,a guy talks outside in the snow at a ski resort
video7110,./test_1k_images_3/video7110_frame_001_of_004.jpg,./test_1k_images_3/video7110_frame_002_of_004.jpg,./test_1k_images_3/video7110_frame_003_of_004.jpg,./test_1k_images_3/video7110_frame_004_of_004.jpg,video7110,there is a man shooting other people in a corridor
video9605,./test_1k_images_3/video9605_frame_001_of_004.jpg,./test_1k_images_3/video9605_frame_002_of_004.jpg,./test_1k_images_3/video9605_frame_003_of_004.jpg,./test_1k_images_3/video9605_frame_004_of_004.jpg,video9605,a special songs for the game
video8116,./test_1k_images_3/video8116_frame_001_of_004.jpg,./test_1k_images_3/video8116_frame_002_of_004.jpg,./test_1k_images_3/video8116_frame_003_of_004.jpg,./test_1k_images_3/video8116_frame_004_of_004.jpg,video8116,a dad plays video games with his son
video7145,./test_1k_images_3/video7145_frame_001_of_004.jpg,./test_1k_images_3/video7145_frame_002_of_004.jpg,./test_1k_images_3/video7145_frame_003_of_004.jpg,./test_1k_images_3/video7145_frame_004_of_004.jpg,video7145,a critic about wine speaks about the french wines
video7752,./test_1k_images_3/video7752_frame_001_of_004.jpg,./test_1k_images_3/video7752_frame_002_of_004.jpg,./test_1k_images_3/video7752_frame_003_of_004.jpg,./test_1k_images_3/video7752_frame_004_of_004.jpg,video7752,a man speaks on driving and a car model
video7946,./test_1k_images_3/video7946_frame_001_of_004.jpg,./test_1k_images_3/video7946_frame_002_of_004.jpg,./test_1k_images_3/video7946_frame_003_of_004.jpg,./test_1k_images_3/video7946_frame_004_of_004.jpg,video7946,the man sitting in the black chair and wearing brown suit is talking
video9513,./test_1k_images_3/video9513_frame_001_of_004.jpg,./test_1k_images_3/video9513_frame_002_of_004.jpg,./test_1k_images_3/video9513_frame_003_of_004.jpg,./test_1k_images_3/video9513_frame_004_of_004.jpg,video9513,a woman is smiling
video9623,./test_1k_images_3/video9623_frame_001_of_004.jpg,./test_1k_images_3/video9623_frame_002_of_004.jpg,./test_1k_images_3/video9623_frame_003_of_004.jpg,./test_1k_images_3/video9623_frame_004_of_004.jpg,video9623,a man is on a cell phone while people are fighting
video7412,./test_1k_images_3/video7412_frame_001_of_004.jpg,./test_1k_images_3/video7412_frame_002_of_004.jpg,./test_1k_images_3/video7412_frame_003_of_004.jpg,./test_1k_images_3/video7412_frame_004_of_004.jpg,video7412,a man talks about visiting visiting a specific place to buy some things
video9872,./test_1k_images_3/video9872_frame_001_of_004.jpg,./test_1k_images_3/video9872_frame_002_of_004.jpg,./test_1k_images_3/video9872_frame_003_of_004.jpg,./test_1k_images_3/video9872_frame_004_of_004.jpg,video9872,someone is playing a first person shooter game and is making jokes
video8819,./test_1k_images_3/video8819_frame_001_of_004.jpg,./test_1k_images_3/video8819_frame_002_of_004.jpg,./test_1k_images_3/video8819_frame_003_of_004.jpg,./test_1k_images_3/video8819_frame_004_of_004.jpg,video8819,a video is shown showing different cars
video8784,./test_1k_images_3/video8784_frame_001_of_004.jpg,./test_1k_images_3/video8784_frame_002_of_004.jpg,./test_1k_images_3/video8784_frame_003_of_004.jpg,./test_1k_images_3/video8784_frame_004_of_004.jpg,video8784,a woman makes crafts
video7467,./test_1k_images_3/video7467_frame_001_of_004.jpg,./test_1k_images_3/video7467_frame_002_of_004.jpg,./test_1k_images_3/video7467_frame_003_of_004.jpg,./test_1k_images_3/video7467_frame_004_of_004.jpg,video7467,disney movie video clips
video8242,./test_1k_images_3/video8242_frame_001_of_004.jpg,./test_1k_images_3/video8242_frame_002_of_004.jpg,./test_1k_images_3/video8242_frame_003_of_004.jpg,./test_1k_images_3/video8242_frame_004_of_004.jpg,video8242,miniature donkeys walking around and making noises
video8662,./test_1k_images_3/video8662_frame_001_of_004.jpg,./test_1k_images_3/video8662_frame_002_of_004.jpg,./test_1k_images_3/video8662_frame_003_of_004.jpg,./test_1k_images_3/video8662_frame_004_of_004.jpg,video8662,a man a woman cooking on a cooking show
video9969,./test_1k_images_3/video9969_frame_001_of_004.jpg,./test_1k_images_3/video9969_frame_002_of_004.jpg,./test_1k_images_3/video9969_frame_003_of_004.jpg,./test_1k_images_3/video9969_frame_004_of_004.jpg,video9969,two girls are sitting in the bed with a cat and talking
video8906,./test_1k_images_3/video8906_frame_001_of_004.jpg,./test_1k_images_3/video8906_frame_002_of_004.jpg,./test_1k_images_3/video8906_frame_003_of_004.jpg,./test_1k_images_3/video8906_frame_004_of_004.jpg,video8906,bbc news story about military crackdown in an unknown asian country
video9119,./test_1k_images_3/video9119_frame_001_of_004.jpg,./test_1k_images_3/video9119_frame_002_of_004.jpg,./test_1k_images_3/video9119_frame_003_of_004.jpg,./test_1k_images_3/video9119_frame_004_of_004.jpg,video9119,a man talks about molecules and certain types of antibodies
video7357,./test_1k_images_3/video7357_frame_001_of_004.jpg,./test_1k_images_3/video7357_frame_002_of_004.jpg,./test_1k_images_3/video7357_frame_003_of_004.jpg,./test_1k_images_3/video7357_frame_004_of_004.jpg,video7357,tennis players are involved in matches in large stadiums in front of large crowds
video8783,./test_1k_images_3/video8783_frame_001_of_004.jpg,./test_1k_images_3/video8783_frame_002_of_004.jpg,./test_1k_images_3/video8783_frame_003_of_004.jpg,./test_1k_images_3/video8783_frame_004_of_004.jpg,video8783,a lady named lizzy is speaking about movies she is wearing a very nice outfit
video7669,./test_1k_images_3/video7669_frame_001_of_004.jpg,./test_1k_images_3/video7669_frame_002_of_004.jpg,./test_1k_images_3/video7669_frame_003_of_004.jpg,./test_1k_images_3/video7669_frame_004_of_004.jpg,video7669,three woman doing a fashion show to music
video9503,./test_1k_images_3/video9503_frame_001_of_004.jpg,./test_1k_images_3/video9503_frame_002_of_004.jpg,./test_1k_images_3/video9503_frame_003_of_004.jpg,./test_1k_images_3/video9503_frame_004_of_004.jpg,video9503,a woman is talking about how jeans with patches or rips is trendy
video8262,./test_1k_images_3/video8262_frame_001_of_004.jpg,./test_1k_images_3/video8262_frame_002_of_004.jpg,./test_1k_images_3/video8262_frame_003_of_004.jpg,./test_1k_images_3/video8262_frame_004_of_004.jpg,video8262,wrestlers are involved in a large wrestling meet
video7528,./test_1k_images_3/video7528_frame_001_of_004.jpg,./test_1k_images_3/video7528_frame_002_of_004.jpg,./test_1k_images_3/video7528_frame_003_of_004.jpg,./test_1k_images_3/video7528_frame_004_of_004.jpg,video7528,a girl singing a song and her group were playing music
video9827,./test_1k_images_3/video9827_frame_001_of_004.jpg,./test_1k_images_3/video9827_frame_002_of_004.jpg,./test_1k_images_3/video9827_frame_003_of_004.jpg,./test_1k_images_3/video9827_frame_004_of_004.jpg,video9827,lady gaga sings in a music video
video9249,./test_1k_images_3/video9249_frame_001_of_004.jpg,./test_1k_images_3/video9249_frame_002_of_004.jpg,./test_1k_images_3/video9249_frame_003_of_004.jpg,./test_1k_images_3/video9249_frame_004_of_004.jpg,video9249,a man is discussing oxiders in bulk form
video8837,./test_1k_images_3/video8837_frame_001_of_004.jpg,./test_1k_images_3/video8837_frame_002_of_004.jpg,./test_1k_images_3/video8837_frame_003_of_004.jpg,./test_1k_images_3/video8837_frame_004_of_004.jpg,video8837,a young girl petting a dog that is laying on a couch
video7964,./test_1k_images_3/video7964_frame_001_of_004.jpg,./test_1k_images_3/video7964_frame_002_of_004.jpg,./test_1k_images_3/video7964_frame_003_of_004.jpg,./test_1k_images_3/video7964_frame_004_of_004.jpg,video7964,the couples are kissing in the game of throne
