video_id,sentence
video3513,a clip of two women from a comedic television show
video3513,a group of woman making jokes at each other in a sitcom
video3513,a person is explaining something
video3513,a woman arguing with another
video3513,a woman gets angry on another while a friend consoles her
video3513,a woman speaks to another woman in a living room
video3513,actresses performing in show
video3513,several women are interacting in a humorous way inside a house on a television show
video3513,some womens  are making fun
video3513,this is a clip from a tv show
video3513,three woman s talk to each other
video3513,three women in a sitcom
video3513,woman wearing a scarf
video3513,womans make fun while get together
video3513,women having a petty argument
video3513,a group of woman making jokes at each other in a sitcom
video3513,this is a clip from a tv show
video3513,some womens  are making fun
video3513,three woman s talk to each other
video3513,a clip of two women from a comedic television show
video2218,a boy wears a black tie
video2218,a game show with three contestants
video2218,a group of people are playing a game
video2218,a panel of people are talking and clapping
video2218,a panel of people talk about things
video2218,a video of 4 individuals talking
video2218,a woman is clapping
video2218,adolescents on a talk show
video2218,group is having a discussion
video2218,people are playing a game
video2218,some competition is going on the stage
video2218,three contestants and host prepare for a low-budget game show
video2218,three contestants in a game show about to answer questions
video2218,three young people answer trivia questions
video2218,video of a man giving a piece of paper to a guy
video2218,young people are playing a game show
video2218,a woman is clapping
video2218,video of a man giving a piece of paper to a guy
video2218,a panel of people are talking and clapping
video2218,a boy wears a black tie
video1974,a band is singing for a music video
video1974,a band performs on an oriental rug in an empty room
video1974,a band performs
video1974,a band plays a song in a room
video1974,a band singing and playing music
video1974,a man is singing
video1974,a music group performing a song
video1974,a music video
video1974,a person is playing a video game
video1974,a woman is singing
video1974,a woman singing a song
video1974,band performing a song
video1974,music video of woman singing with band members singing backup vocals
video1974,this is a clip from a music video
video1974,this is a music video for the song beauty and the beat
video1974,woman and man singing
video1974,woman covering justin bieber s song
video1974,a band is singing for a music video
video1974,woman and man singing
video1974,a band is singing for a music video
video2755,a child is singing a song
video2755,a group of children dance to watch me on a playground
video2755,a group of dancers attempt to dance ironically in a playground
video2755,a group of kids are dancing on a court
video2755,a group of people dancing in a park
video2755,a kids music video is shot at the playground
video2755,a large group of people are dancing in a playground
video2755,a man perform parody music video
video2755,girls and guys are singing and dancing
video2755,groups are dancing in public
video2755,kids dancing out at the park
video2755,many people are dancing together
video2755,parody video for the song watch me whip
video2755,people are performing a dance meme
video2755,people dancing in a basketball court
video2755,some people are dancing on street
video2755,girls and guys are singing and dancing
video2755,a large group of people are dancing in a playground
video2755,a group of kids are dancing on a court
video2755,a child is singing a song
video3597,a basketball game is played
video3597,a crowd appears then a hockey game is being played followed by a basketball team playing on a court
video3597,a music video including ice hockey and basketball clips
video3597,a music video with a girl dancing
video3597,a video clip from a hockey game
video3597,girls dancing at a live show
video3597,hip hop playing with footage of a hockey game onscreen
video3597,many people are raving at a party
video3597,music plays while men play basketball and hockey
video3597,people are playing basketball
video3597,people party very wild
video3597,people watching the scating hockey
video3597,random clips of dancers and sports clips with a techno remix background music
video3597,some guy s are playing basket ball in a basket ball court
video3597,sports montage set to loud music
video3597,various sports clips play while music is heard
video3597,video of athletes performing amazing plays
video3597,hip hop playing with footage of a hockey game onscreen
video3597,random clips of dancers and sports clips with a techno remix background music
video3597,a basketball game is played
video3830,a cartoon dog is holding binoculars
video3830,a cartoon with puppies as the characters
video3830,a dog is having binocular in its mouth
video3830,a dog is holding binoculars in a cartoon
video3830,a dog is holding binoculars in his mouth
video3830,animated cartoon scene from paw patrol dogs
video3830,cartoon dog carrying binoculars
video3830,dogs are wearing clothes
video3830,game play about some adventure game
video3830,scene from a kids tv show
video3830,some cartoon characters ride on a boat
video3830,the dogs on paw patrol are listening to a mission
video3830,the paw patrol pup carries the binoculars
video3830,the paw patrol pups have broken binoculars
video3830,two animated puppies are standing together while one carries some binoculars in its mouth
video3830,two dogs in a cartoon are being shown
video3830,two dogs in a cartoon find a pair of binoculars
video3830,two pups standing together with one holding a pair of binoculars in its mouth
video3830,the dogs on paw patrol are listening to a mission
video3830,a cartoon dog is holding binoculars
video5249,a band is performing a song on stage
video5249,a clip showing an orchestra performing live music
video5249,a group of  singers sing together
video5249,a man singing on stage for an audience
video5249,a person is dipping something in water and stirring it up
video5249,an orchestra is playing for a live audience
video5249,guy singing in  a crowd here
video5249,men are singing on stage with an orchestra in the background
video5249,men sing opera to a crowd
video5249,opera singers are performing on stage
video5249,people are singing and dancing
video5249,some people are performing
video5249,three men are singing to an orchestra in the background
video5249,three men in tuxedos are singing on stage while an orchestra plays music behind them
video5249,three men sing opera together
video5249,three opera singers sing with a live orchestra
video5249,men are singing on stage with an orchestra in the background
video5249,some people are performing
video5249,guy singing in  a crowd here
video5249,a band is performing a song on stage
video923,a cartoon character flies around
video923,a cartoon of dbz characters
video923,a clip from dragonball z
video923,a clip is shown from dragon ball z
video923,a dragonball z scene where a bold man yells kamehame ya
video923,a japanese anime tv show
video923,a short anime clip featuring naruto
video923,an anime character swoops into attack a green monster
video923,anime characters are fighting
video923,cartoon characters are engaged in a fight
video923,dragon ball z character charging his spell
video923,dragon ball z characters are fighting
video923,dragon ball z clip
video923,krillin finds an enemy on the ground
video923,several cartoon superheroes fighting
video923,two charachters from dragon ball-z suspended in mid air
video923,two dbz characters attack an enemy
video923,two men are falling down from the sky
video923,a clip is shown from dragon ball z
video923,a cartoon character flies around
video6968,a girl is throwing away folded clothes
video6968,a girl throwing cloths around
video6968,a group of girls are laughing
video6968,a woman is throwing dresses everywhere
video6968,a woman is tossing clothes on the floor
video6968,a woman through the cloth s in all directions
video6968,a woman throws clothes around the room from a table
video6968,girl is doing magic with her cloths
video6968,girls are laughing and goofing off together
video6968,two girls are laughing together and then another throws her folded laundry around the room
video6968,two girls are watching a video of a girl throwing clothes forward and reverse
video6968,two girls giggling over a girl throwing clothes
video6968,two girls goofing around
video6968,two girls laughing and throwing clothes
video6968,two girls laughing
video6968,two ladies laughing by seeing some thing  another lady throw dresses and keep it back by reverse motion
video6968,two women are laughing
video6968,two women posing for a camera and one of them throwing clothes
video6968,a woman is tossing clothes on the floor
video6968,a girl is throwing away folded clothes
video2201,a  cartoon star person
video2201,a cartoon star dances
video2201,a cartoon star is being displayed
video2201,a pink character and a pink cartoon flower flash on screen
video2201,a pink star being shown as it turns into an animal
video2201,a slide show of different drawings
video2201,a star and flower are shown on different backgrounds
video2201,a star is shown then a flower
video2201,an animation of a star gains color
video2201,animated cartoon of a star
video2201,cartoon of a star
video2201,cartoon star photo slide
video2201,it is showing how to create simple cartoon
video2201,someone shows some animated star in a screen
video2201,star images followed by flower images are shown
video2201,the cartoon character looks like a kkk member
video2201,there s a drawing of a star and flower
video2201,this is a animated cartoon video
video2201,this is picture of an animated star figure
video2201,star images followed by flower images are shown
video106,7 kids on a back deck at a party singing about something
video106,a group of children are gathered around a table on a deck singing and dancing
video106,a group of children are singing and dancing
video106,a group of kids dance and sing
video106,a group of kids is singing and performing
video106,a group of kids singing outdoors
video106,children are singing on the deck
video106,children dance around a table outside
video106,children on a deck are singing
video106,children sing and dance around a patio table on a deck
video106,children singing a song outside
video106,group of kids singing and dancing outside near a black table
video106,kids are dancing and singing
video106,kids are playing and singing
video106,kids are singing and waving their pointy finger
video106,kids are singing by a table
video106,kids dance around a table
video106,kids dancing at table
video106,kids sing in a half circle on a porch in a beautiful back yard
video106,the children stand near a table and sing
video1835,70 s  band performing live
video1835,a band is on stage playing a song
video1835,a band is performing a song on stage
video1835,a band is playing a song
video1835,a band is singing on stage
video1835,a band performing music in front of an audience
video1835,a man in a band plays the piano
video1835,a man is singing
video1835,a person is playing the piano
video1835,a person playing piano
video1835,an older band plays on a stage
video1835,an oldies group putting on a concert
video1835,people singing and performing on stage
video1835,some people are singing
video1835,there are men singing and a man playing the piano
video1835,two archaic singers perform a classical demonstration of their musical talents
video1835,two men singing on stage then a man playing a keyboard
video1835,a band is singing on stage
video1835,an older band plays on a stage
video1835,a person playing piano
video349,a  bunch of people on tiny motorcycles in a race
video349,a clip showing men riding very tiny motorbikes
video349,a group of men ride tiny motorcycles
video349,a group of people on mini motorcycles
video349,a group of people on very small motorcycles
video349,a group of riders race on tiny motorcycles
video349,a person rides on a mini motorcycle
video349,a racing competition with mini motorcycles
video349,contestants are reading themselves to start a mini-motorbike race
video349,kids are riding small motorcycles
video349,kids riding little motor bikes
video349,men are riding on small motorcycles
video349,people are riding bikes
video349,people riding small motorcycles
video349,person is riding a motorcycle
video349,riders are sitting on small bikes
video349,several people on minibikes
video349,the race on the mini-motorcycles
video349,there is a bike race
video349,the race on the mini-motorcycles
video1968,a  boy jumps on a trampoline
video1968,a boy jumps on a trampoline and foam blocks
video1968,a guy is flipping around on a trampoline into a pile of foam
video1968,a man is doing flips on a trampoline with blue blocks
video1968,a man is jumping and rolling in the air
video1968,a man jump and dive
video1968,a man jumping on a trampoline
video1968,a man performs flips on a trampoline
video1968,a person doing a backflip on a trampoline
video1968,a person is jumping into a ball pit
video1968,a person jumps into a foam pit
video1968,boy jumping on trampoline
video1968,guy does flips on a trampoline
video1968,kids jump into a foam pit
video1968,kids jumping off a trampoline and into a foam block pit
video1968,people are doing tricks in foam cubes
video1968,someone is jumping on a trampoline
video1968,ther are people doing gymnastics
video1968,a guy is flipping around on a trampoline into a pile of foam
video1968,a person jumps into a foam pit
video6541,a  comparison of two opposing team football athletes
video6541,a football player is sprinting down a field
video6541,a football player running
video6541,a man comments on two football players
video6541,a man compares the speed of two football players
video6541,a man is being timed in a run
video6541,a man running in football gear
video6541,a man runs
video6541,a man talking about some stats about a football player
video6541,a person is playing a game
video6541,comparision between two sports player s running speeds
video6541,comparisons between speed of football players
video6541,dual screen footage of two football players running
video6541,footage of a football player
video6541,man running on a field
video6541,men are running
video6541,two football players are running
video6541,two football players running short distance races for time
video6541,comparision between two sports player s running speeds
video6541,man running on a field
video3615,a  and  tasty and delicious dish
video3615,a food dish being prepared and talked about
video3615,a lady is placing food into a basket
video3615,a long haired attractive woman places fried chicken on to a plate
video3615,a person  is cooking food
video3615,a person cooking food
video3615,a person is cooking
video3615,a woman in the kitchen showing the end reult of a potaote dish
video3615,a woman is cooking food
video3615,a woman is putting food into a basket
video3615,a woman is putting some fried food on a plate
video3615,a woman is talking about the fried item
video3615,a woman is teaching how to cook
video3615,a woman pours some cooked chicken into a basket
video3615,a woman talking about food
video3615,a woman tells and shows you how to make a food dish
video3615,food is being prepared and a woman is speaking
video3615,serving a crispy dish
video3615,the person puts the fried chicken on a napkin
video3615,a woman is teaching how to cook
video1217,a  couple photographs of a model
video1217,a beautiful hispanic brunette is shown
video1217,a man is talking about a model
video1217,a man narrates pictures of a woman
video1217,a man speaks about a lady while a slideshow shows pictures of her
video1217,a man talks about a pretty woman
video1217,a man talks about a woman in a series of still shots showing her beauty
video1217,a smiling woman is shown
video1217,a woman in several pictures
video1217,a woman is posing
video1217,a woman is trying to act sexy as she models
video1217,a woman poses for the camera
video1217,bollywood actress informational video
video1217,conversation of tamil actress
video1217,its a woman 
video1217,modeling shots of a woman are shown
video1217,photos of a woman are playing
video1217,there are a few pictures of a beautiful woman
video1217,this is a video about a bollywood actress
video1217,a woman is posing
video4419,a  larger woman shows off her red dress while standing on a pier
video4419,a fat woman is standing on the bridge
video4419,a group is singing a song
video4419,a woman displaying an outfit
video4419,a woman in a red dress
video4419,a woman is giving pose for in outdoor
video4419,a woman is modeling clothes
video4419,a woman is modelling for a piece of clothing
video4419,a woman is showing off a dress
video4419,a woman is showing off an outfit on a bridge
video4419,a woman is showing off her fashion and hair
video4419,a woman models the dress
video4419,a woman speaks to a camera for a video segment
video4419,a woman standing on a bridge
video4419,girl shows off her red outfit
video4419,the woman wore a beautiful outfit
video4419,a woman is giving pose for in outdoor
video4419,a woman models the dress
video4419,a woman in a red dress
video4419,a woman is modelling for a piece of clothing
video177,a  guy flexing his arms
video177,a bodybuilder shows his arms and chest
video177,a go daddy commercial
video177,a image of the word status and a muscular man
video177,a man displays his superior toned muscles
video177,a man flexing his muscles
video177,a man is flexing his muscles
video177,a man is standing
video177,a person is showing hid body
video177,a video of a man flexing
video177,a website advertisement is shown
video177,advertisement for the go daddy site
video177,an advertisement for godaddycom appears after which a very muscular man flexes his arms and then his chest
video177,an advertisement for godaddycom featuring muscular men
video177,an advertisement for the go daddy website
video177,muscled man showing chest and arms
video177,showing the godaddy domain
video177,status screen and a man showing off his muscles
video177,the word status appears on the screen and a man flexes his muscles
video177,advertisement for the go daddy site
video3932,a  person is folding paper
video3932,a person folding up a piece of paper
video3932,a person folds colored paper
video3932,a person is folding a piece of paper
video3932,a person is folding colored paper into different sections
video3932,a person is folding origami
video3932,a person is folding paper
video3932,a person is folding paper
video3932,a step by step video showing how to fold paper the art of origomi
video3932,a video about the art of folding paper
video3932,how to fold a piece of green paper
video3932,instructions are given for a piece of origami
video3932,making an origami item
video3932,paper is being folded into a triangle
video3932,showing how to fold paper
video3932,someone is doing some activity on paper
video3932,paper is being folded into a triangle
video3932,showing how to fold paper
video3932,instructions are given for a piece of origami
video3932,a  person is folding paper
video24,a  man is driving a car
video24,a clip with a heavy man talking to the camera
video24,an advertisement of software
video24,an introduction for a how to use linux tutorial
video24,guys showcasing technology for people
video24,people are hosting show
video24,the beginning of a tech show
video24,the site was very informative
video24,the video is a trailer for some tv show
video24,there is a man who met another man in this video and he is also travelling in a car
video24,two man s are talking to each other about something
video24,two men and standing beside each other
video24,two men are talking
video24,two men discuss linux options with their computers
video24,two men promote their linux class
video24,two men stand together and talk while opening credits to a show appear intermittendly
video24,two men star in how to linux
video24,two overweight men talking and one of the men drives a car
video24,two people are talking to each other
video24,the site was very informative
video5690,a  man interviewing a woman
video5690,a clip of a comedy showing on byu tv
video5690,a disheveled beauty pageant contestant asks the host if he s wearing a wizard s hat
video5690,a drunk woman poking at a man s head
video5690,a girls is shows her romance to reporter
video5690,a man and a woman talking to each other
video5690,a very drunk woman asks a man if he is wearing a wizard hat then tells people to vote for her for lobster queen
video5690,a woman get sicks as she doing an interview
video5690,a woman is being interviewed
video5690,a woman is skeptical of a man who is giving her a microphone
video5690,a woman is talking and pointing to the air
video5690,a woman is talking into the microphone
video5690,a woman reaches over a guy s head and asks him if he s wearing a wizard s hat
video5690,a woman speaking into a microphone a man is holding
video5690,a woman talking into a microphone
video5690,crazy woman talks about wizard hats and voting
video5690,drunk girl talking to an interviewer
video5690,talk show host interviewing a woman from the audience
video5690,a very drunk woman asks a man if he is wearing a wizard hat then tells people to vote for her for lobster queen
video5690,a disheveled beauty pageant contestant asks the host if he s wearing a wizard s hat
video6568,a  man and woman get romantic in this bud light ad
video6568,a couple has a romantic time on a horse ride
video6568,a couple in a carriage with a candle then the horse farts
video6568,a couple on a romantic date in a bud light commercial
video6568,a man and a woman are in a sleigh in a winter woodland
video6568,a man and a woman sitting in a carriage together
video6568,a man and woman have a romantic evening with budlight
video6568,a man gives a girl a gift in a carriage
video6568,a man gives a woman some bud lite
video6568,a man giving a woman something on a horse carraige
video6568,a man hands a woman a candle outside when it is snowy and then opens a cooler full of beer
video6568,a man is giving a woman a candle
video6568,a man tries to play jiggalo with cheap bear
video6568,a winter bud light commerical
video6568,a woman is given by a candle by a man
video6568,a woman is holding a candle
video6568,candlelight and bud light in the snow
video6568,a man gives a woman some bud lite
video6568,a couple in a carriage with a candle then the horse farts
video6568,a  man and woman get romantic in this bud light ad
video5658,4th of july fireworks
video5658,a display of fireworks
video5658,a firework display set off from the beautiful palm jumeirah island in dubai
video5658,a light music show
video5658,a performance with music and fireworks is happening
video5658,a scene about fireworks played over music
video5658,beautiful fire workers performed
video5658,concert and fireworks lightship on an island in dubai
video5658,fireworks are going off
video5658,fireworks burst over a lake
video5658,fireworks exploding in the sky
video5658,fireworks going off in a big city
video5658,five man is playing football
video5658,footage of a large fireworks show
video5658,it is the glittering show
video5658,lots of fire works and light shows
video5658,some fireworks are shown
video5658,the lights are sparkling all over
video5658,this is a video of two guys watching a fireworks display on cnn
video5658,footage of a large fireworks show
video1893,4th of july fireworks
video1893,a bunch of firework being lit in a circle
video1893,a clip showcasing fireworks exploding at night time
video1893,a fireworks display goes off in the sky
video1893,a man playing video games
video1893,an enormous ring shoots off a spectacular display of fireworks in the night sky
video1893,fireworks are being launched
video1893,fireworks are going off around a ferris wheel
video1893,fireworks are launching from a giant ferris wheel
video1893,fireworks are set off of a ferris wheel
video1893,fireworks are shown exploding in the sky
video1893,fireworks burst over a ring
video1893,fireworks come out of a ferris wheel and the ground
video1893,fireworks display using a circular structure
video1893,fireworks explode from a ferris wheel in celebration
video1893,fireworks exploding around a ferris wheel
video1893,fireworks shoot from a large hoop at night
video1893,fireworks shoot out of the eye in london
video1893,night time fireworks display
video1893,this is a picture of a lot of fireworks at some kind of event
video3494,3d animation where boy tries to kiss sleeping girl
video3494,a 3d animated clip of a boy kissing a girl
video3494,a animated girl refusing to kiss a boy
video3494,a boy kisses a girl but she don t like it
video3494,a boy toy is helping to girl toy in cartoon
video3494,a boy tried to kiss a girl
video3494,a boy trying to kiss a girl on a bed while laying on her
video3494,a cartoon about a couple kissing
video3494,a cartoon character trying to kiss a girl
video3494,a cartoon man is trying to seduce a woman
video3494,a clip of a animated show of a large man kissing a woman on a bed
video3494,a far guy is going to kiss a girl
video3494,a fat cartoon kid kissing a girl less than enthused by the idea
video3494,a male cartoon character is trying to kiss a female character who keeps moving
video3494,a man trying to kiss a girl in a cartoon scene
video3494,a woman pretends to be moving around in her sleep to avoid a kiss from a man
video3494,an animated man trying to kiss a young woman who is trying to evade him
video3494,the boy kissed the girl while she slept
video3494,this is a 3d cartoon clip of a man trying to kiss a woman
video3494,a male cartoon character is trying to kiss a female character who keeps moving
video2134,3d animation video clip with toddlers and a robot
video2134,a 3d animation movie clip
video2134,a cartoon about children
video2134,a cartoon girl next to a cartoon baby
video2134,a cartoon robot speaks to the camera
video2134,a cartoon with two children is being shown
video2134,a girl is pouting
video2134,a robot looks after a few small children
video2134,an animated clip from a cartoon for kids
video2134,animated kids are shown with a robot
video2134,cartoon babies palying and a robot
video2134,footage of a 3d animated movie featuring young children
video2134,the  toys are playing together
video2134,the cartoon characters were adorable
video2134,there are two animated children and a robot
video2134,two children are seen by a robot
video2134,two toy babies and a robot taking together
video2134,a cartoon robot speaks to the camera
video2134,animated kids are shown with a robot
video2134,a cartoon robot speaks to the camera
video1361,3d animation singing children s song
video1361,a cartoon about different animals
video1361,a cartoon elephant is kicking a ball in front of circus tents
video1361,a cartoon elephant kicks a ball around
video1361,a cartoon with singing about your fingers
video1361,a cg elephant is featured in a music video
video1361,a children s video singing about the baby finger on a hand
video1361,a scary kids show is playing
video1361,an animated elephant is kicking a ball
video1361,an animated elephant kicks a ball
video1361,an animation is shown for a kids show with a song
video1361,an elephant cartoon walks as a girl sings along
video1361,an elephant is walking slowly
video1361,an elephant is walking
video1361,animals on a blue hand
video1361,cartoon hand with elephants on them
video1361,elephants play at a fair and on the tips of a giant animated hand
video1361,the children s cartoon is about a singing hand
video1361,the elephant had huge ears
video1361,a children s video singing about the baby finger on a hand
video2102,3d animation sequence involving violence and blood
video2102,a cartoon cuts the throat of another
video2102,a clip from a violent video game plays
video2102,a fatality from mortal combat
video2102,a female character fights freddy kreuger
video2102,a girl stabbing another person
video2102,a video game character is sticking a sword into another character
video2102,a woman kills a man
video2102,a woman stabbing freddy kruger in the game mortal kombat
video2102,an animated woman is fighting with a man
video2102,freddie kruger is killed in a video game
video2102,freddy krueger is killed in a video game
video2102,mortal kombat fatality with freddy kreuger
video2102,scarlet is fighting freddy kruger and wins inn this video game
video2102,skarlet defeats freddy kreuger in a video game fight
video2102,skarlet from mortal kombat slashes freddy krueger s throat
video2102,skarlett has won in a fighting game
video2102,skarlet defeats freddy kreuger in a video game fight
video2102,freddy krueger is killed in a video game
video2102,skarlet defeats freddy kreuger in a video game fight
video3722,3d animation of mother putting daughter to sleep
video3722,a cartoon child is sleeping
video3722,a cartoon mom kisses her daughter in bed
video3722,a cartoon mother putting her daughter to sleep
video3722,a cartoon of a mother tucking her kid into bed
video3722,a little girl is kissed goodnight by her mom and sleeps
video3722,a mom tucks a child into bed
video3722,a shooting star passes by a child s window
video3722,a woman hugs her child going to sleep
video3722,an animated cartoon of a child sleeping in bed
video3722,an animation shows a mother go into the little girls room and kiss her goodnight as a star shoots outside her bedroom window
video3722,animated child being put to bed at bed time
video3722,animated girl getting tucked into bed by mom
video3722,cartoon characters are interacting
video3722,in a cartoon television show a woman is tucking her son into bed
video3722,its an animated video
video3722,mom kisses her daughter
video3722,the fairy tale is sleeping
video3722,this is an animated cartoon film
video3722,a cartoon mom kisses her daughter in bed
video2163,3d animation of late night hosts david letterman and jay leno as well as a child watching them on 2 tvs
video2163,a 3d animated clip showcasing late night talk shows
video2163,a boy watching television in his living room
video2163,a child watches two televisions
video2163,a kid is deciding which tv show to watch
video2163,a kid is watching 2 tvs
video2163,a man is punching another man in the face
video2163,a man is talking about david letterman
video2163,a man narrates what a digital boy is thinking
video2163,a man punches another man
video2163,a video about whether to choose to watch letterman or leno
video2163,cartoon of night time tv hosts
video2163,computer generated boy watching two television screens one cbs the other nbc
video2163,david letterman slaps a guy in the face
video2163,it is the cartoon for kids
video2163,its a comdey scene
video2163,letterman and leno are in a video game
video2163,nbc programming broadcasted on tv
video2163,the skit was very funny
video2163,a video about whether to choose to watch letterman or leno
video5124,3d animation of disaster
video5124,a 3d animated news cast in a movie
video5124,a boy watching the news while holding his teddy bear
video5124,a boy with a teddy bear watches a news channel reporting on london and new york
video5124,a cartoon boy sits with his teddy bear watching the news
video5124,a cartoon of a boy looking at the weather
video5124,a cartoon television show
video5124,a child hugs a teddy bear and frowns
video5124,a child is watching the news about global warming
video5124,a girl is holding a teddy bear while watching the news
video5124,a kid watches the news with his teddy bear in this animation
video5124,a young boy hugging his teddy bear while watching the news
video5124,an animated boy and bear are watching the news
video5124,an animated little boy watches the news and appears scared
video5124,cgi animated characters are reacting sadly to a scary news report on their television
video5124,little boy watching the news
video5124,someone is playing a game
video5124,statue of liberty new york
video5124,an animated boy and bear are watching the news
video5124,a cartoon boy sits with his teddy bear watching the news
video6429,3d anime girls dance on stage
video6429,a group of characters dancing on stage
video6429,a group of video game characters dance
video6429,a man playing video games
video6429,a person is playing an online computer game
video6429,an animated dancing video
video6429,an animated girl is dancing
video6429,animated cartoon of characters dancing
video6429,animated female character dancing
video6429,animated girls perform on a stage
video6429,anime characters are dancing
video6429,anime characters dance on a star shaped stage
video6429,cartoon character dancing to a song
video6429,cartoon characters are dancing on a stage
video6429,cartoon characters are dancing
video6429,cartoon characters dance together
video6429,dance video game extract
video6429,few animated figures are dancing with music
video6429,the characters dance on the dancefloor
video6429,the girls dancing show
video294,3d cartoon causing kaos
video294,a 3d animation of squidward scares away real people
video294,a cartoon character blowing bubbles at people
video294,a cartoon character is playing an instrument outdoors
video294,a cartoon is getting angry
video294,a cartoon movie trailer
video294,a clip from the sponge bob movie
video294,a giant toy is scares to public
video294,a man in apron and bandana is yelling
video294,an animated musician is blowing a flute
video294,an animation of sponge bob in real life
video294,clip of live action cartoon
video294,people irritated by flute playing
video294,spongebob 3d animation mixed with real life
video294,spongebob characters are posing
video294,squidward drives away a crowd by blowing into his clarinet
video294,a cartoon is getting angry
video294,a cartoon character is playing an instrument outdoors
video294,an animated musician is blowing a flute
video294,an animated musician is blowing a flute
video3687,3d characters dance on stage
video3687,a band of girls are singing and dancing in the animated video
video3687,a cartoon of girls dancing
video3687,a woman is dancing
video3687,a woman talking about relationships
video3687,an animated girl is dancing
video3687,animated cartoon of girl cats dancing
video3687,animated characters dance to music
video3687,animated characters wearing animal ears dance
video3687,animated woman are dancing
video3687,anime characters dance on a stage
video3687,anime girls are dancing in sync to music
video3687,cartoons wearing costumes are dancing to some music on a stage with large speakers and a blue and purple background
video3687,dancing dolls on the stage
video3687,several animated girls are dancing on a stage
video3687,simulated females with cat ears (at least one wearing a tail) are dancing on a stage in sync to club music
video3687,some animated characters dance
video3687,video game characters are dancing on a stage
video3687,video game characters dancing to music
video3687,several animated girls are dancing on a stage
video4601,a  professional baseball game advertisement
video4601,a group of men are playing cricket
video4601,a man with his hands on his hips
video4601,a slow motion sports compilation
video4601,an athlete is shown hitting a ball
video4601,cricket sports clips are there
video4601, pakistan cricket match and anil kumble is looking on
video4601,men are playing sports in a field
video4601,men looking back playing sports
video4601,pak team is playing circket
video4601,people are playing sports outside
video4601,players in helmets for kanpur 2005 sporting event
video4601,scenes from a 2005 kanpur cricket match are shown
video4601,scenes from a game of cricket are shown
video4601,some athletes play cricket
video4601,some cricket actions is been showed
video4601,some guys are playing cricket in ground
video4601,there are people playing cricket on a field
